first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
31/05/2020,06/06/2020,55-59,Men,1116,0,0
31/05/2020,06/06/2020,55-59,Not Binary,0,0,0
31/05/2020,06/06/2020,55-59,Women,1824,16,0
31/05/2020,06/06/2020,60-64,Men,1065,0,0
31/05/2020,06/06/2020,60-64,Not Binary,0,0,0
31/05/2020,06/06/2020,60-64,Women,1619,0,0
31/05/2020,06/06/2020,65-69,Men,1058,0,0
31/05/2020,06/06/2020,65-69,Not Binary,0,0,0
31/05/2020,06/06/2020,65-69,Women,1346,0,0
31/05/2020,06/06/2020,70-74,Men,1001,0,0
31/05/2020,06/06/2020,70-74,Not Binary,16,0,0
31/05/2020,06/06/2020,70-74,Women,1330,0,0
31/05/2020,06/06/2020,75-79,Men,634,0,0
31/05/2020,06/06/2020,75-79,Not Binary,0,0,0
31/05/2020,06/06/2020,75-79,Women,1019,0,0
31/05/2020,06/06/2020,80+,Men,1827,0,0
31/05/2020,06/06/2020,80+,Not Binary,34,0,0
31/05/2020,06/06/2020,80+,Women,3968,0,0
31/05/2020,06/06/2020,NULL,Men,815,18,0
31/05/2020,06/06/2020,NULL,Not Binary,474,0,0
31/05/2020,06/06/2020,NULL,Women,885,0,0
07/06/2020,13/06/2020,0-19,Men,16371,223,0
07/06/2020,13/06/2020,0-19,Not Binary,147,0,0
07/06/2020,13/06/2020,0-19,Women,16210,190,0
07/06/2020,13/06/2020,20-24,Men,2225,47,0
07/06/2020,13/06/2020,20-24,Not Binary,0,0,0
07/06/2020,13/06/2020,20-24,Women,3339,59,0
07/06/2020,13/06/2020,25-29,Men,2539,51,0
07/06/2020,13/06/2020,25-29,Not Binary,18,0,0
07/06/2020,13/06/2020,25-29,Women,4074,47,0
07/06/2020,13/06/2020,30-34,Men,3076,58,0
07/06/2020,13/06/2020,30-34,Not Binary,32,0,0
07/06/2020,13/06/2020,30-34,Women,4638,48,0
07/06/2020,13/06/2020,35-39,Men,2926,41,0
07/06/2020,13/06/2020,35-39,Not Binary,27,0,0
07/06/2020,13/06/2020,35-39,Women,4386,43,0
07/06/2020,13/06/2020,40-44,Men,2438,41,0
07/06/2020,13/06/2020,40-44,Not Binary,0,0,0
07/06/2020,13/06/2020,40-44,Women,4005,50,0
07/06/2020,13/06/2020,45-49,Men,2001,32,0
07/06/2020,13/06/2020,45-49,Not Binary,22,0,0
07/06/2020,13/06/2020,45-49,Women,3040,45,0
07/06/2020,13/06/2020,50-54,Men,1503,39,0
07/06/2020,13/06/2020,50-54,Not Binary,0,0,0
07/06/2020,13/06/2020,50-54,Women,2393,34,0
07/06/2020,13/06/2020,55-59,Men,1253,20,0
07/06/2020,13/06/2020,55-59,Not Binary,15,0,0
07/06/2020,13/06/2020,55-59,Women,2338,25,0
07/06/2020,13/06/2020,60-64,Men,1339,17,0
07/06/2020,13/06/2020,60-64,Not Binary,0,0,0
07/06/2020,13/06/2020,60-64,Women,2068,19,0
07/06/2020,13/06/2020,65-69,Men,1141,17,0
07/06/2020,13/06/2020,65-69,Not Binary,0,0,0
07/06/2020,13/06/2020,65-69,Women,1538,0,0
07/06/2020,13/06/2020,70-74,Men,988,0,0
07/06/2020,13/06/2020,70-74,Not Binary,0,0,0
07/06/2020,13/06/2020,70-74,Women,1531,0,0
07/06/2020,13/06/2020,75-79,Men,664,0,0
07/06/2020,13/06/2020,75-79,Not Binary,0,0,0
07/06/2020,13/06/2020,75-79,Women,1117,0,0
07/06/2020,13/06/2020,80+,Men,1807,0,0
07/06/2020,13/06/2020,80+,Not Binary,26,0,0
07/06/2020,13/06/2020,80+,Women,4064,0,0
07/06/2020,13/06/2020,NULL,Men,715,25,0
07/06/2020,13/06/2020,NULL,Not Binary,224,16,0
07/06/2020,13/06/2020,NULL,Women,708,0,0
14/06/2020,20/06/2020,0-19,Men,12323,237,0
14/06/2020,20/06/2020,0-19,Not Binary,105,0,0
14/06/2020,20/06/2020,0-19,Women,12943,206,0
14/06/2020,20/06/2020,20-24,Men,2405,67,0
14/06/2020,20/06/2020,20-24,Not Binary,0,0,0
14/06/2020,20/06/2020,20-24,Women,3198,73,0
14/06/2020,20/06/2020,25-29,Men,2706,73,0
14/06/2020,20/06/2020,25-29,Not Binary,0,0,0
14/06/2020,20/06/2020,25-29,Women,3947,83,0
14/06/2020,20/06/2020,30-34,Men,2824,85,0
14/06/2020,20/06/2020,30-34,Not Binary,15,0,0
14/06/2020,20/06/2020,30-34,Women,4003,67,0
14/06/2020,20/06/2020,35-39,Men,2649,54,0
14/06/2020,20/06/2020,35-39,Not Binary,16,0,0
14/06/2020,20/06/2020,35-39,Women,3967,61,0
14/06/2020,20/06/2020,40-44,Men,2334,55,0
14/06/2020,20/06/2020,40-44,Not Binary,0,0,0
14/06/2020,20/06/2020,40-44,Women,3725,59,0
14/06/2020,20/06/2020,45-49,Men,1936,55,0
14/06/2020,20/06/2020,45-49,Not Binary,0,0,0
14/06/2020,20/06/2020,45-49,Women,2910,40,0
14/06/2020,20/06/2020,50-54,Men,1495,45,0
14/06/2020,20/06/2020,50-54,Not Binary,0,0,0
14/06/2020,20/06/2020,50-54,Women,2594,50,0
14/06/2020,20/06/2020,55-59,Men,1411,33,0
14/06/2020,20/06/2020,55-59,Not Binary,0,0,0
14/06/2020,20/06/2020,55-59,Women,2320,38,0
14/06/2020,20/06/2020,60-64,Men,1368,36,0
14/06/2020,20/06/2020,60-64,Not Binary,0,0,0
14/06/2020,20/06/2020,60-64,Women,1985,24,0
14/06/2020,20/06/2020,65-69,Men,1234,20,0
14/06/2020,20/06/2020,65-69,Women,1587,28,0
14/06/2020,20/06/2020,70-74,Men,1082,29,0
14/06/2020,20/06/2020,70-74,Not Binary,0,0,0
14/06/2020,20/06/2020,70-74,Women,1431,23,0
14/06/2020,20/06/2020,75-79,Men,728,0,0
14/06/2020,20/06/2020,75-79,Women,983,16,0
14/06/2020,20/06/2020,80+,Men,2132,0,0
14/06/2020,20/06/2020,80+,Not Binary,19,0,0
14/06/2020,20/06/2020,80+,Women,4839,34,0
14/06/2020,20/06/2020,NULL,Men,623,22,0
14/06/2020,20/06/2020,NULL,Not Binary,213,28,0
14/06/2020,20/06/2020,NULL,Women,696,17,0
21/06/2020,27/06/2020,0-19,Men,15427,468,0
21/06/2020,27/06/2020,0-19,Not Binary,122,0,0
21/06/2020,27/06/2020,0-19,Women,15510,374,0
21/06/2020,27/06/2020,20-24,Men,3305,153,0
21/06/2020,27/06/2020,20-24,Not Binary,0,0,0
21/06/2020,27/06/2020,20-24,Women,3870,148,0
21/06/2020,27/06/2020,25-29,Men,3169,131,0
21/06/2020,27/06/2020,25-29,Not Binary,0,0,0
21/06/2020,27/06/2020,25-29,Women,4451,127,0
21/06/2020,27/06/2020,30-34,Men,3301,108,0
21/06/2020,27/06/2020,30-34,Not Binary,0,0,0
21/06/2020,27/06/2020,30-34,Women,4522,89,0
21/06/2020,27/06/2020,35-39,Men,3189,91,0
21/06/2020,27/06/2020,35-39,Not Binary,0,0,0
21/06/2020,27/06/2020,35-39,Women,4393,100,0
21/06/2020,27/06/2020,40-44,Men,2596,87,0
21/06/2020,27/06/2020,40-44,Not Binary,0,0,0
21/06/2020,27/06/2020,40-44,Women,4128,115,0
21/06/2020,27/06/2020,45-49,Men,2323,79,0
21/06/2020,27/06/2020,45-49,Not Binary,0,0,0
21/06/2020,27/06/2020,45-49,Women,3361,84,0
21/06/2020,27/06/2020,50-54,Men,1803,71,0
21/06/2020,27/06/2020,50-54,Not Binary,0,0,0
21/06/2020,27/06/2020,50-54,Women,2809,92,0
21/06/2020,27/06/2020,55-59,Men,1647,63,0
21/06/2020,27/06/2020,55-59,Not Binary,0,0,0
21/06/2020,27/06/2020,55-59,Women,2469,69,0
21/06/2020,27/06/2020,60-64,Men,1583,47,0
21/06/2020,27/06/2020,60-64,Women,2127,49,0
21/06/2020,27/06/2020,65-69,Men,1450,43,0
21/06/2020,27/06/2020,65-69,Not Binary,0,0,0
21/06/2020,27/06/2020,65-69,Women,1718,27,0
21/06/2020,27/06/2020,70-74,Men,1268,29,0
21/06/2020,27/06/2020,70-74,Not Binary,0,0,0
21/06/2020,27/06/2020,70-74,Women,1455,22,0
21/06/2020,27/06/2020,75-79,Men,828,21,0
21/06/2020,27/06/2020,75-79,Women,1065,15,0
21/06/2020,27/06/2020,80+,Men,2198,33,0
21/06/2020,27/06/2020,80+,Not Binary,0,0,0
21/06/2020,27/06/2020,80+,Women,5060,36,0
21/06/2020,27/06/2020,NULL,Men,598,22,0
21/06/2020,27/06/2020,NULL,Not Binary,206,18,0
21/06/2020,27/06/2020,NULL,Women,591,19,0
28/06/2020,04/07/2020,0-19,Men,19128,936,0
28/06/2020,04/07/2020,0-19,Not Binary,162,0,0
28/06/2020,04/07/2020,0-19,Women,18370,692,0
28/06/2020,04/07/2020,20-24,Men,4735,361,0
28/06/2020,04/07/2020,20-24,Not Binary,0,0,0
28/06/2020,04/07/2020,20-24,Women,5550,339,0
28/06/2020,04/07/2020,25-29,Men,4651,346,0
28/06/2020,04/07/2020,25-29,Not Binary,17,0,0
28/06/2020,04/07/2020,25-29,Women,6150,297,0
28/06/2020,04/07/2020,30-34,Men,4625,260,0
28/06/2020,04/07/2020,30-34,Not Binary,21,0,0
28/06/2020,04/07/2020,30-34,Women,5726,215,0
28/06/2020,04/07/2020,35-39,Men,4237,222,0
28/06/2020,04/07/2020,35-39,Not Binary,19,0,0
28/06/2020,04/07/2020,35-39,Women,5527,214,0
28/06/2020,04/07/2020,40-44,Men,3634,178,0
28/06/2020,04/07/2020,40-44,Not Binary,0,0,0
28/06/2020,04/07/2020,40-44,Women,4974,162,0
28/06/2020,04/07/2020,45-49,Men,3336,197,0
28/06/2020,04/07/2020,45-49,Not Binary,0,0,0
28/06/2020,04/07/2020,45-49,Women,4501,173,0
28/06/2020,04/07/2020,50-54,Men,2661,154,0
28/06/2020,04/07/2020,50-54,Not Binary,0,0,0
28/06/2020,04/07/2020,50-54,Women,3800,147,0
28/06/2020,04/07/2020,55-59,Men,2398,115,0
28/06/2020,04/07/2020,55-59,Not Binary,0,0,0
28/06/2020,04/07/2020,55-59,Women,3368,121,0
28/06/2020,04/07/2020,60-64,Men,2290,103,0
28/06/2020,04/07/2020,60-64,Not Binary,0,0,0
28/06/2020,04/07/2020,60-64,Women,2770,90,0
28/06/2020,04/07/2020,65-69,Men,1873,76,0
28/06/2020,04/07/2020,65-69,Not Binary,0,0,0
28/06/2020,04/07/2020,65-69,Women,2057,72,0
28/06/2020,04/07/2020,70-74,Men,1508,51,0
28/06/2020,04/07/2020,70-74,Not Binary,0,0,0
28/06/2020,04/07/2020,70-74,Women,1755,49,0
28/06/2020,04/07/2020,75-79,Men,973,26,0
28/06/2020,04/07/2020,75-79,Not Binary,0,0,0
28/06/2020,04/07/2020,75-79,Women,1205,28,0
28/06/2020,04/07/2020,80+,Men,2430,46,0
28/06/2020,04/07/2020,80+,Women,5166,75,0
28/06/2020,04/07/2020,NULL,Men,722,32,0
28/06/2020,04/07/2020,NULL,Not Binary,169,16,0
28/06/2020,04/07/2020,NULL,Women,659,19,0
05/07/2020,11/07/2020,0-19,Men,25106,1357,0
05/07/2020,11/07/2020,0-19,Not Binary,261,15,0
05/07/2020,11/07/2020,0-19,Women,25769,1232,0
05/07/2020,11/07/2020,20-24,Men,6010,513,0
05/07/2020,11/07/2020,20-24,Not Binary,0,0,0
05/07/2020,11/07/2020,20-24,Women,8094,615,0
05/07/2020,11/07/2020,25-29,Men,6294,431,0
05/07/2020,11/07/2020,25-29,Not Binary,0,0,0
05/07/2020,11/07/2020,25-29,Women,8471,473,0
05/07/2020,11/07/2020,30-34,Men,6465,397,0
05/07/2020,11/07/2020,30-34,Not Binary,0,0,0
05/07/2020,11/07/2020,30-34,Women,7946,319,0
05/07/2020,11/07/2020,35-39,Men,5472,294,0
05/07/2020,11/07/2020,35-39,Not Binary,0,0,0
05/07/2020,11/07/2020,35-39,Women,7235,304,0
05/07/2020,11/07/2020,40-44,Men,4744,282,0
05/07/2020,11/07/2020,40-44,Not Binary,0,0,0
05/07/2020,11/07/2020,40-44,Women,6633,297,0
05/07/2020,11/07/2020,45-49,Men,4136,273,0
05/07/2020,11/07/2020,45-49,Not Binary,0,0,0
05/07/2020,11/07/2020,45-49,Women,5854,290,0
05/07/2020,11/07/2020,50-54,Men,3230,189,0
05/07/2020,11/07/2020,50-54,Not Binary,0,0,0
05/07/2020,11/07/2020,50-54,Women,4767,189,0
05/07/2020,11/07/2020,55-59,Men,2865,167,0
05/07/2020,11/07/2020,55-59,Not Binary,0,0,0
05/07/2020,11/07/2020,55-59,Women,4334,196,0
05/07/2020,11/07/2020,60-64,Men,2650,112,0
05/07/2020,11/07/2020,60-64,Not Binary,0,0,0
05/07/2020,11/07/2020,60-64,Women,3449,142,0
05/07/2020,11/07/2020,65-69,Men,2209,99,0
05/07/2020,11/07/2020,65-69,Women,2513,104,0
05/07/2020,11/07/2020,70-74,Men,1813,70,0
05/07/2020,11/07/2020,70-74,Not Binary,0,0,0
05/07/2020,11/07/2020,70-74,Women,2072,72,0
05/07/2020,11/07/2020,75-79,Men,1221,43,0
05/07/2020,11/07/2020,75-79,Not Binary,0,0,0
05/07/2020,11/07/2020,75-79,Women,1402,42,0
05/07/2020,11/07/2020,80+,Men,2809,67,0
05/07/2020,11/07/2020,80+,Not Binary,0,0,0
05/07/2020,11/07/2020,80+,Women,6733,112,0
05/07/2020,11/07/2020,NULL,Men,908,37,0
05/07/2020,11/07/2020,NULL,Not Binary,267,27,0
05/07/2020,11/07/2020,NULL,Women,752,24,0
12/07/2020,18/07/2020,0-19,Men,22294,1766,0
12/07/2020,18/07/2020,0-19,Not Binary,230,22,0
12/07/2020,18/07/2020,0-19,Women,22183,1669,0
12/07/2020,18/07/2020,20-24,Men,6593,639,0
12/07/2020,18/07/2020,20-24,Not Binary,0,0,0
12/07/2020,18/07/2020,20-24,Women,8223,797,0
12/07/2020,18/07/2020,25-29,Men,6300,547,0
12/07/2020,18/07/2020,25-29,Not Binary,0,0,0
12/07/2020,18/07/2020,25-29,Women,8153,530,0
12/07/2020,18/07/2020,30-34,Men,5836,456,0
12/07/2020,18/07/2020,30-34,Not Binary,26,0,0
12/07/2020,18/07/2020,30-34,Women,7848,482,0
12/07/2020,18/07/2020,35-39,Men,4999,382,0
12/07/2020,18/07/2020,35-39,Not Binary,28,0,0
12/07/2020,18/07/2020,35-39,Women,7123,392,0
12/07/2020,18/07/2020,40-44,Men,4554,337,0
12/07/2020,18/07/2020,40-44,Not Binary,31,0,0
12/07/2020,18/07/2020,40-44,Women,6759,395,0
12/07/2020,18/07/2020,45-49,Men,4095,338,0
12/07/2020,18/07/2020,45-49,Not Binary,16,0,0
12/07/2020,18/07/2020,45-49,Women,6265,358,0
12/07/2020,18/07/2020,50-54,Men,3507,297,0
12/07/2020,18/07/2020,50-54,Not Binary,0,0,0
12/07/2020,18/07/2020,50-54,Women,5421,299,0
12/07/2020,18/07/2020,55-59,Men,3070,213,0
12/07/2020,18/07/2020,55-59,Not Binary,0,0,0
12/07/2020,18/07/2020,55-59,Women,4862,238,0
12/07/2020,18/07/2020,60-64,Men,2830,189,0
12/07/2020,18/07/2020,60-64,Not Binary,0,0,0
12/07/2020,18/07/2020,60-64,Women,4024,190,0
12/07/2020,18/07/2020,65-69,Men,2366,132,0
12/07/2020,18/07/2020,65-69,Not Binary,0,0,0
12/07/2020,18/07/2020,65-69,Women,2967,134,0
12/07/2020,18/07/2020,70-74,Men,2114,103,0
12/07/2020,18/07/2020,70-74,Not Binary,0,0,0
12/07/2020,18/07/2020,70-74,Women,2585,98,0
12/07/2020,18/07/2020,75-79,Men,1342,54,0
12/07/2020,18/07/2020,75-79,Women,1946,66,0
12/07/2020,18/07/2020,80+,Men,3818,80,16
12/07/2020,18/07/2020,80+,Women,9639,138,21
12/07/2020,18/07/2020,NULL,Men,764,39,0
12/07/2020,18/07/2020,NULL,Not Binary,366,30,0
12/07/2020,18/07/2020,NULL,Women,783,23,0
19/07/2020,25/07/2020,0-19,Men,18214,2009,0
19/07/2020,25/07/2020,0-19,Not Binary,56,0,0
19/07/2020,25/07/2020,0-19,Women,17917,1818,0
19/07/2020,25/07/2020,20-24,Men,5797,690,0
19/07/2020,25/07/2020,20-24,Not Binary,0,0,0
19/07/2020,25/07/2020,20-24,Women,7188,709,0
19/07/2020,25/07/2020,25-29,Men,5617,471,0
19/07/2020,25/07/2020,25-29,Not Binary,0,0,0
19/07/2020,25/07/2020,25-29,Women,7508,542,0
19/07/2020,25/07/2020,30-34,Men,5199,425,0
19/07/2020,25/07/2020,30-34,Not Binary,0,0,0
19/07/2020,25/07/2020,30-34,Women,7487,466,0
19/07/2020,25/07/2020,35-39,Men,4623,371,0
19/07/2020,25/07/2020,35-39,Not Binary,0,0,0
19/07/2020,25/07/2020,35-39,Women,6711,444,0
19/07/2020,25/07/2020,40-44,Men,4102,333,0
19/07/2020,25/07/2020,40-44,Not Binary,15,0,0
19/07/2020,25/07/2020,40-44,Women,6264,449,0
19/07/2020,25/07/2020,45-49,Men,3680,317,0
19/07/2020,25/07/2020,45-49,Not Binary,0,0,0
19/07/2020,25/07/2020,45-49,Women,6024,416,0
19/07/2020,25/07/2020,50-54,Men,3125,270,0
19/07/2020,25/07/2020,50-54,Not Binary,0,0,0
19/07/2020,25/07/2020,50-54,Women,5231,343,0
19/07/2020,25/07/2020,55-59,Men,2830,228,0
19/07/2020,25/07/2020,55-59,Not Binary,0,0,0
19/07/2020,25/07/2020,55-59,Women,4831,245,0
19/07/2020,25/07/2020,60-64,Men,2776,197,0
19/07/2020,25/07/2020,60-64,Not Binary,0,0,0
19/07/2020,25/07/2020,60-64,Women,4088,226,0
19/07/2020,25/07/2020,65-69,Men,2395,127,0
19/07/2020,25/07/2020,65-69,Not Binary,0,0,0
19/07/2020,25/07/2020,65-69,Women,3212,162,0
19/07/2020,25/07/2020,70-74,Men,2162,103,0
19/07/2020,25/07/2020,70-74,Not Binary,0,0,0
19/07/2020,25/07/2020,70-74,Women,2989,105,0
19/07/2020,25/07/2020,75-79,Men,1446,61,0
19/07/2020,25/07/2020,75-79,Not Binary,0,0,0
19/07/2020,25/07/2020,75-79,Women,2274,58,0
19/07/2020,25/07/2020,80+,Men,4255,83,16
19/07/2020,25/07/2020,80+,Not Binary,0,0,0
19/07/2020,25/07/2020,80+,Women,10601,136,36
19/07/2020,25/07/2020,NULL,Men,855,30,0
19/07/2020,25/07/2020,NULL,Not Binary,290,24,0
19/07/2020,25/07/2020,NULL,Women,767,23,0
26/07/2020,01/08/2020,0-19,Men,15333,1946,0
26/07/2020,01/08/2020,0-19,Not Binary,57,0,0
26/07/2020,01/08/2020,0-19,Women,14761,1680,0
26/07/2020,01/08/2020,20-24,Men,5229,687,0
26/07/2020,01/08/2020,20-24,Not Binary,0,0,0
26/07/2020,01/08/2020,20-24,Women,6046,612,0
26/07/2020,01/08/2020,25-29,Men,4859,423,0
26/07/2020,01/08/2020,25-29,Not Binary,0,0,0
26/07/2020,01/08/2020,25-29,Women,6502,469,0
26/07/2020,01/08/2020,30-34,Men,4686,393,0
26/07/2020,01/08/2020,30-34,Not Binary,16,0,0
26/07/2020,01/08/2020,30-34,Women,6521,426,0
26/07/2020,01/08/2020,35-39,Men,4071,325,0
26/07/2020,01/08/2020,35-39,Not Binary,24,0,0
26/07/2020,01/08/2020,35-39,Women,5970,366,0
26/07/2020,01/08/2020,40-44,Men,3684,323,0
26/07/2020,01/08/2020,40-44,Not Binary,19,0,0
26/07/2020,01/08/2020,40-44,Women,5705,392,0
26/07/2020,01/08/2020,45-49,Men,3217,293,0
26/07/2020,01/08/2020,45-49,Not Binary,0,0,0
26/07/2020,01/08/2020,45-49,Women,5336,373,0
26/07/2020,01/08/2020,50-54,Men,2720,264,0
26/07/2020,01/08/2020,50-54,Not Binary,0,0,0
26/07/2020,01/08/2020,50-54,Women,4877,293,0
26/07/2020,01/08/2020,55-59,Men,2586,224,0
26/07/2020,01/08/2020,55-59,Not Binary,0,0,0
26/07/2020,01/08/2020,55-59,Women,4626,232,0
26/07/2020,01/08/2020,60-64,Men,2380,196,0
26/07/2020,01/08/2020,60-64,Not Binary,0,0,0
26/07/2020,01/08/2020,60-64,Women,3754,198,0
26/07/2020,01/08/2020,65-69,Men,2211,143,0
26/07/2020,01/08/2020,65-69,Not Binary,0,0,0
26/07/2020,01/08/2020,65-69,Women,2896,134,0
26/07/2020,01/08/2020,70-74,Men,1997,88,0
26/07/2020,01/08/2020,70-74,Not Binary,0,0,0
26/07/2020,01/08/2020,70-74,Women,2563,83,0
26/07/2020,01/08/2020,75-79,Men,1274,64,0
26/07/2020,01/08/2020,75-79,Women,1894,60,0
26/07/2020,01/08/2020,80+,Men,3555,69,17
26/07/2020,01/08/2020,80+,Not Binary,0,0,0
26/07/2020,01/08/2020,80+,Women,8598,131,31
26/07/2020,01/08/2020,NULL,Men,845,23,0
26/07/2020,01/08/2020,NULL,Not Binary,286,0,0
26/07/2020,01/08/2020,NULL,Women,744,16,0
02/08/2020,08/08/2020,0-19,Men,13570,1773,0
02/08/2020,08/08/2020,0-19,Not Binary,42,0,0
02/08/2020,08/08/2020,0-19,Women,12936,1537,0
02/08/2020,08/08/2020,20-24,Men,4401,518,0
02/08/2020,08/08/2020,20-24,Not Binary,0,0,0
02/08/2020,08/08/2020,20-24,Women,5283,542,0
02/08/2020,08/08/2020,25-29,Men,4602,411,0
02/08/2020,08/08/2020,25-29,Not Binary,0,0,0
02/08/2020,08/08/2020,25-29,Women,6162,416,0
02/08/2020,08/08/2020,30-34,Men,4699,349,0
02/08/2020,08/08/2020,30-34,Not Binary,22,0,0
02/08/2020,08/08/2020,30-34,Women,6561,341,0
02/08/2020,08/08/2020,35-39,Men,4322,317,0
02/08/2020,08/08/2020,35-39,Not Binary,19,0,0
02/08/2020,08/08/2020,35-39,Women,6138,368,0
02/08/2020,08/08/2020,40-44,Men,3850,347,0
02/08/2020,08/08/2020,40-44,Not Binary,0,0,0
02/08/2020,08/08/2020,40-44,Women,5870,332,0
02/08/2020,08/08/2020,45-49,Men,3496,284,0
02/08/2020,08/08/2020,45-49,Not Binary,0,0,0
02/08/2020,08/08/2020,45-49,Women,5929,305,0
02/08/2020,08/08/2020,50-54,Men,2929,259,0
02/08/2020,08/08/2020,50-54,Not Binary,0,0,0
02/08/2020,08/08/2020,50-54,Women,5299,275,0
02/08/2020,08/08/2020,55-59,Men,2735,214,0
02/08/2020,08/08/2020,55-59,Not Binary,0,0,0
02/08/2020,08/08/2020,55-59,Women,5109,233,0
02/08/2020,08/08/2020,60-64,Men,2621,201,0
02/08/2020,08/08/2020,60-64,Women,4297,197,0
02/08/2020,08/08/2020,65-69,Men,2454,142,0
02/08/2020,08/08/2020,65-69,Not Binary,0,0,0
02/08/2020,08/08/2020,65-69,Women,3527,130,0
02/08/2020,08/08/2020,70-74,Men,2263,112,0
02/08/2020,08/08/2020,70-74,Not Binary,0,0,0
02/08/2020,08/08/2020,70-74,Women,3305,93,0
02/08/2020,08/08/2020,75-79,Men,1516,67,0
02/08/2020,08/08/2020,75-79,Not Binary,0,0,0
02/08/2020,08/08/2020,75-79,Women,2260,65,0
02/08/2020,08/08/2020,80+,Men,4219,93,28
02/08/2020,08/08/2020,80+,Women,9750,127,26
02/08/2020,08/08/2020,NULL,Men,837,34,0
02/08/2020,08/08/2020,NULL,Not Binary,252,0,0
02/08/2020,08/08/2020,NULL,Women,741,18,0
09/08/2020,15/08/2020,0-19,Men,12066,1542,0
09/08/2020,15/08/2020,0-19,Not Binary,102,38,0
09/08/2020,15/08/2020,0-19,Women,11867,1507,0
09/08/2020,15/08/2020,20-24,Men,4573,477,0
09/08/2020,15/08/2020,20-24,Not Binary,0,0,0
09/08/2020,15/08/2020,20-24,Women,5672,552,0
09/08/2020,15/08/2020,25-29,Men,4821,343,0
09/08/2020,15/08/2020,25-29,Not Binary,0,0,0
09/08/2020,15/08/2020,25-29,Women,6558,500,0
09/08/2020,15/08/2020,30-34,Men,4770,352,0
09/08/2020,15/08/2020,30-34,Not Binary,19,0,0
09/08/2020,15/08/2020,30-34,Women,6779,398,0
09/08/2020,15/08/2020,35-39,Men,4387,281,0
09/08/2020,15/08/2020,35-39,Not Binary,15,0,0
09/08/2020,15/08/2020,35-39,Women,6350,356,0
09/08/2020,15/08/2020,40-44,Men,3962,297,0
09/08/2020,15/08/2020,40-44,Not Binary,18,0,0
09/08/2020,15/08/2020,40-44,Women,6020,362,0
09/08/2020,15/08/2020,45-49,Men,3751,292,0
09/08/2020,15/08/2020,45-49,Not Binary,0,0,0
09/08/2020,15/08/2020,45-49,Women,6267,317,0
09/08/2020,15/08/2020,50-54,Men,3198,239,0
09/08/2020,15/08/2020,50-54,Not Binary,0,0,0
09/08/2020,15/08/2020,50-54,Women,5754,291,0
09/08/2020,15/08/2020,55-59,Men,2880,213,0
09/08/2020,15/08/2020,55-59,Not Binary,0,0,0
09/08/2020,15/08/2020,55-59,Women,5592,250,0
09/08/2020,15/08/2020,60-64,Men,2763,199,0
09/08/2020,15/08/2020,60-64,Women,4707,190,0
09/08/2020,15/08/2020,65-69,Men,2505,160,0
09/08/2020,15/08/2020,65-69,Not Binary,0,0,0
09/08/2020,15/08/2020,65-69,Women,3613,129,0
09/08/2020,15/08/2020,70-74,Men,2152,100,0
09/08/2020,15/08/2020,70-74,Not Binary,0,0,0
09/08/2020,15/08/2020,70-74,Women,3280,99,0
09/08/2020,15/08/2020,75-79,Men,1440,62,0
09/08/2020,15/08/2020,75-79,Women,2256,53,0
09/08/2020,15/08/2020,80+,Men,3833,74,22
09/08/2020,15/08/2020,80+,Women,9198,107,33
09/08/2020,15/08/2020,NULL,Men,974,47,0
09/08/2020,15/08/2020,NULL,Not Binary,210,0,0
09/08/2020,15/08/2020,NULL,Women,778,21,0
16/08/2020,22/08/2020,0-19,Men,17918,1427,0
16/08/2020,22/08/2020,0-19,Not Binary,83,38,0
16/08/2020,22/08/2020,0-19,Women,11991,1487,0
16/08/2020,22/08/2020,20-24,Men,6902,430,0
16/08/2020,22/08/2020,20-24,Not Binary,0,0,0
16/08/2020,22/08/2020,20-24,Women,6411,611,0
16/08/2020,22/08/2020,25-29,Men,5159,358,0
16/08/2020,22/08/2020,25-29,Not Binary,0,0,0
16/08/2020,22/08/2020,25-29,Women,6796,491,0
16/08/2020,22/08/2020,30-34,Men,4981,330,0
16/08/2020,22/08/2020,30-34,Not Binary,0,0,0
16/08/2020,22/08/2020,30-34,Women,7101,367,0
16/08/2020,22/08/2020,35-39,Men,4403,257,0
16/08/2020,22/08/2020,35-39,Not Binary,0,0,0
16/08/2020,22/08/2020,35-39,Women,6383,318,0
16/08/2020,22/08/2020,40-44,Men,4074,248,0
16/08/2020,22/08/2020,40-44,Not Binary,0,0,0
16/08/2020,22/08/2020,40-44,Women,6170,320,0
16/08/2020,22/08/2020,45-49,Men,3798,283,0
16/08/2020,22/08/2020,45-49,Not Binary,0,0,0
16/08/2020,22/08/2020,45-49,Women,6442,351,0
16/08/2020,22/08/2020,50-54,Men,3381,251,0
16/08/2020,22/08/2020,50-54,Not Binary,0,0,0
16/08/2020,22/08/2020,50-54,Women,6085,295,0
16/08/2020,22/08/2020,55-59,Men,3018,201,0
16/08/2020,22/08/2020,55-59,Not Binary,0,0,0
16/08/2020,22/08/2020,55-59,Women,5836,245,0
16/08/2020,22/08/2020,60-64,Men,2761,177,0
16/08/2020,22/08/2020,60-64,Not Binary,0,0,0
16/08/2020,22/08/2020,60-64,Women,4931,208,0
16/08/2020,22/08/2020,65-69,Men,2537,133,0
16/08/2020,22/08/2020,65-69,Women,3717,160,0
