first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
16/08/2020,22/08/2020,70-74,Men,2165,109,0
16/08/2020,22/08/2020,70-74,Not Binary,0,0,0
16/08/2020,22/08/2020,70-74,Women,3038,103,0
16/08/2020,22/08/2020,75-79,Men,1397,62,0
16/08/2020,22/08/2020,75-79,Not Binary,0,0,0
16/08/2020,22/08/2020,75-79,Women,2043,76,0
16/08/2020,22/08/2020,80+,Men,3830,105,26
16/08/2020,22/08/2020,80+,Not Binary,0,0,0
16/08/2020,22/08/2020,80+,Women,9158,187,20
16/08/2020,22/08/2020,NULL,Men,924,29,0
16/08/2020,22/08/2020,NULL,Not Binary,268,0,0
16/08/2020,22/08/2020,NULL,Women,904,35,0
23/08/2020,29/08/2020,0-19,Men,20469,1676,0
23/08/2020,29/08/2020,0-19,Not Binary,63,16,0
23/08/2020,29/08/2020,0-19,Women,14979,1752,0
23/08/2020,29/08/2020,20-24,Men,8266,535,0
23/08/2020,29/08/2020,20-24,Not Binary,0,0,0
23/08/2020,29/08/2020,20-24,Women,7239,735,0
23/08/2020,29/08/2020,25-29,Men,6140,423,0
23/08/2020,29/08/2020,25-29,Not Binary,0,0,0
23/08/2020,29/08/2020,25-29,Women,7811,555,0
23/08/2020,29/08/2020,30-34,Men,5561,356,0
23/08/2020,29/08/2020,30-34,Not Binary,17,0,0
23/08/2020,29/08/2020,30-34,Women,7577,503,0
23/08/2020,29/08/2020,35-39,Men,4964,346,0
23/08/2020,29/08/2020,35-39,Not Binary,20,0,0
23/08/2020,29/08/2020,35-39,Women,6863,423,0
23/08/2020,29/08/2020,40-44,Men,4597,308,0
23/08/2020,29/08/2020,40-44,Not Binary,15,0,0
23/08/2020,29/08/2020,40-44,Women,6854,465,0
23/08/2020,29/08/2020,45-49,Men,4404,327,0
23/08/2020,29/08/2020,45-49,Not Binary,0,0,0
23/08/2020,29/08/2020,45-49,Women,7219,467,0
23/08/2020,29/08/2020,50-54,Men,3935,269,0
23/08/2020,29/08/2020,50-54,Not Binary,0,0,0
23/08/2020,29/08/2020,50-54,Women,6627,372,0
23/08/2020,29/08/2020,55-59,Men,3564,257,0
23/08/2020,29/08/2020,55-59,Not Binary,0,0,0
23/08/2020,29/08/2020,55-59,Women,6432,359,0
23/08/2020,29/08/2020,60-64,Men,3377,213,0
23/08/2020,29/08/2020,60-64,Not Binary,0,0,0
23/08/2020,29/08/2020,60-64,Women,5299,226,0
23/08/2020,29/08/2020,65-69,Men,2933,169,0
23/08/2020,29/08/2020,65-69,Not Binary,0,0,0
23/08/2020,29/08/2020,65-69,Women,3946,171,0
23/08/2020,29/08/2020,70-74,Men,2419,113,0
23/08/2020,29/08/2020,70-74,Not Binary,0,0,0
23/08/2020,29/08/2020,70-74,Women,3185,134,0
23/08/2020,29/08/2020,75-79,Men,1613,80,0
23/08/2020,29/08/2020,75-79,Women,2014,84,0
23/08/2020,29/08/2020,80+,Men,3860,89,19
23/08/2020,29/08/2020,80+,Not Binary,0,0,0
23/08/2020,29/08/2020,80+,Women,9250,164,23
23/08/2020,29/08/2020,NULL,Men,1120,28,0
23/08/2020,29/08/2020,NULL,Not Binary,246,0,0
23/08/2020,29/08/2020,NULL,Women,1108,40,0
30/08/2020,05/09/2020,0-19,Men,22816,3524,0
30/08/2020,05/09/2020,0-19,Not Binary,55,19,0
30/08/2020,05/09/2020,0-19,Women,17270,2002,0
30/08/2020,05/09/2020,20-24,Men,8434,1044,0
30/08/2020,05/09/2020,20-24,Not Binary,0,0,0
30/08/2020,05/09/2020,20-24,Women,7927,801,0
30/08/2020,05/09/2020,25-29,Men,6725,560,0
30/08/2020,05/09/2020,25-29,Not Binary,0,0,0
30/08/2020,05/09/2020,25-29,Women,8578,637,0
30/08/2020,05/09/2020,30-34,Men,6053,441,0
30/08/2020,05/09/2020,30-34,Not Binary,15,0,0
30/08/2020,05/09/2020,30-34,Women,8336,539,0
30/08/2020,05/09/2020,35-39,Men,5499,400,0
30/08/2020,05/09/2020,35-39,Not Binary,0,0,0
30/08/2020,05/09/2020,35-39,Women,7476,511,0
30/08/2020,05/09/2020,40-44,Men,5075,418,0
30/08/2020,05/09/2020,40-44,Not Binary,0,0,0
30/08/2020,05/09/2020,40-44,Women,7381,503,0
30/08/2020,05/09/2020,45-49,Men,4892,415,0
30/08/2020,05/09/2020,45-49,Not Binary,0,0,0
30/08/2020,05/09/2020,45-49,Women,7639,500,0
30/08/2020,05/09/2020,50-54,Men,4299,399,0
30/08/2020,05/09/2020,50-54,Not Binary,0,0,0
30/08/2020,05/09/2020,50-54,Women,6869,416,0
30/08/2020,05/09/2020,55-59,Men,3662,301,0
30/08/2020,05/09/2020,55-59,Not Binary,0,0,0
30/08/2020,05/09/2020,55-59,Women,6367,334,0
30/08/2020,05/09/2020,60-64,Men,3404,255,0
30/08/2020,05/09/2020,60-64,Women,5234,285,0
30/08/2020,05/09/2020,65-69,Men,2927,209,0
30/08/2020,05/09/2020,65-69,Not Binary,0,0,0
30/08/2020,05/09/2020,65-69,Women,3802,194,0
30/08/2020,05/09/2020,70-74,Men,2421,131,0
30/08/2020,05/09/2020,70-74,Not Binary,0,0,0
30/08/2020,05/09/2020,70-74,Women,3128,137,0
30/08/2020,05/09/2020,75-79,Men,1380,80,0
30/08/2020,05/09/2020,75-79,Not Binary,0,0,0
30/08/2020,05/09/2020,75-79,Women,2053,101,0
30/08/2020,05/09/2020,80+,Men,3623,116,26
30/08/2020,05/09/2020,80+,Women,8899,182,33
30/08/2020,05/09/2020,NULL,Men,1146,22,0
30/08/2020,05/09/2020,NULL,Not Binary,290,0,0
30/08/2020,05/09/2020,NULL,Women,970,32,0
06/09/2020,12/09/2020,0-19,Men,41678,5414,0
06/09/2020,12/09/2020,0-19,Not Binary,97,20,0
06/09/2020,12/09/2020,0-19,Women,38418,3565,0
06/09/2020,12/09/2020,20-24,Men,9756,1415,0
06/09/2020,12/09/2020,20-24,Not Binary,0,0,0
06/09/2020,12/09/2020,20-24,Women,10509,1167,0
06/09/2020,12/09/2020,25-29,Men,8749,946,0
06/09/2020,12/09/2020,25-29,Not Binary,0,0,0
06/09/2020,12/09/2020,25-29,Women,11648,1033,0
06/09/2020,12/09/2020,30-34,Men,8394,721,0
06/09/2020,12/09/2020,30-34,Not Binary,15,0,0
06/09/2020,12/09/2020,30-34,Women,11728,852,0
06/09/2020,12/09/2020,35-39,Men,7769,662,0
06/09/2020,12/09/2020,35-39,Not Binary,0,0,0
06/09/2020,12/09/2020,35-39,Women,11263,842,0
06/09/2020,12/09/2020,40-44,Men,6873,615,0
06/09/2020,12/09/2020,40-44,Not Binary,17,0,0
06/09/2020,12/09/2020,40-44,Women,10697,809,0
06/09/2020,12/09/2020,45-49,Men,6400,625,0
06/09/2020,12/09/2020,45-49,Not Binary,0,0,0
06/09/2020,12/09/2020,45-49,Women,10448,767,0
06/09/2020,12/09/2020,50-54,Men,5391,529,0
06/09/2020,12/09/2020,50-54,Not Binary,0,0,0
06/09/2020,12/09/2020,50-54,Women,9033,625,0
06/09/2020,12/09/2020,55-59,Men,4591,423,0
06/09/2020,12/09/2020,55-59,Not Binary,0,0,0
06/09/2020,12/09/2020,55-59,Women,7980,502,0
06/09/2020,12/09/2020,60-64,Men,4258,362,0
06/09/2020,12/09/2020,60-64,Women,6516,401,0
06/09/2020,12/09/2020,65-69,Men,3517,276,0
06/09/2020,12/09/2020,65-69,Not Binary,0,0,0
06/09/2020,12/09/2020,65-69,Women,4638,274,0
06/09/2020,12/09/2020,70-74,Men,2846,181,0
06/09/2020,12/09/2020,70-74,Not Binary,0,0,0
06/09/2020,12/09/2020,70-74,Women,3691,178,0
06/09/2020,12/09/2020,75-79,Men,1716,121,0
06/09/2020,12/09/2020,75-79,Women,2448,121,0
06/09/2020,12/09/2020,80+,Men,3984,149,33
06/09/2020,12/09/2020,80+,Not Binary,0,0,0
06/09/2020,12/09/2020,80+,Women,8863,212,27
06/09/2020,12/09/2020,NULL,Men,1149,59,0
06/09/2020,12/09/2020,NULL,Not Binary,244,0,0
06/09/2020,12/09/2020,NULL,Women,991,40,0
13/09/2020,19/09/2020,0-19,Men,55839,6742,0
13/09/2020,19/09/2020,0-19,Not Binary,128,0,0
13/09/2020,19/09/2020,0-19,Women,53553,5060,0
13/09/2020,19/09/2020,20-24,Men,11604,1977,0
13/09/2020,19/09/2020,20-24,Not Binary,0,0,0
13/09/2020,19/09/2020,20-24,Women,13499,1653,0
13/09/2020,19/09/2020,25-29,Men,11195,1291,0
13/09/2020,19/09/2020,25-29,Not Binary,0,0,0
13/09/2020,19/09/2020,25-29,Women,15020,1374,0
13/09/2020,19/09/2020,30-34,Men,11092,1047,0
13/09/2020,19/09/2020,30-34,Not Binary,16,0,0
13/09/2020,19/09/2020,30-34,Women,15405,1210,0
13/09/2020,19/09/2020,35-39,Men,10451,977,0
13/09/2020,19/09/2020,35-39,Not Binary,0,0,0
13/09/2020,19/09/2020,35-39,Women,14494,1138,0
13/09/2020,19/09/2020,40-44,Men,9271,978,0
13/09/2020,19/09/2020,40-44,Not Binary,0,0,0
13/09/2020,19/09/2020,40-44,Women,13393,1059,0
13/09/2020,19/09/2020,45-49,Men,7957,891,0
13/09/2020,19/09/2020,45-49,Not Binary,0,0,0
13/09/2020,19/09/2020,45-49,Women,12485,1114,0
13/09/2020,19/09/2020,50-54,Men,6489,708,0
13/09/2020,19/09/2020,50-54,Not Binary,0,0,0
13/09/2020,19/09/2020,50-54,Women,10483,843,0
13/09/2020,19/09/2020,55-59,Men,5569,625,0
13/09/2020,19/09/2020,55-59,Not Binary,0,0,0
13/09/2020,19/09/2020,55-59,Women,9116,697,0
13/09/2020,19/09/2020,60-64,Men,5025,519,0
13/09/2020,19/09/2020,60-64,Not Binary,0,0,0
13/09/2020,19/09/2020,60-64,Women,7267,528,0
13/09/2020,19/09/2020,65-69,Men,4271,410,0
13/09/2020,19/09/2020,65-69,Not Binary,0,0,0
13/09/2020,19/09/2020,65-69,Women,5249,384,0
13/09/2020,19/09/2020,70-74,Men,3323,276,0
13/09/2020,19/09/2020,70-74,Not Binary,0,0,0
13/09/2020,19/09/2020,70-74,Women,4122,237,0
13/09/2020,19/09/2020,75-79,Men,2013,137,0
13/09/2020,19/09/2020,75-79,Women,2868,141,0
13/09/2020,19/09/2020,80+,Men,4828,215,30
13/09/2020,19/09/2020,80+,Not Binary,0,0,0
13/09/2020,19/09/2020,80+,Women,10844,293,33
13/09/2020,19/09/2020,NULL,Men,1445,45,0
13/09/2020,19/09/2020,NULL,Not Binary,255,16,0
13/09/2020,19/09/2020,NULL,Women,1278,49,0
20/09/2020,26/09/2020,0-19,Men,47517,7906,0
20/09/2020,26/09/2020,0-19,Not Binary,119,23,0
20/09/2020,26/09/2020,0-19,Women,46195,6235,0
20/09/2020,26/09/2020,20-24,Men,13026,2531,0
20/09/2020,26/09/2020,20-24,Not Binary,0,0,0
20/09/2020,26/09/2020,20-24,Women,14768,2276,0
20/09/2020,26/09/2020,25-29,Men,11945,1742,0
20/09/2020,26/09/2020,25-29,Not Binary,0,0,0
20/09/2020,26/09/2020,25-29,Women,15040,1787,0
20/09/2020,26/09/2020,30-34,Men,11430,1577,0
20/09/2020,26/09/2020,30-34,Not Binary,15,0,0
20/09/2020,26/09/2020,30-34,Women,14637,1568,0
20/09/2020,26/09/2020,35-39,Men,10654,1463,0
20/09/2020,26/09/2020,35-39,Not Binary,0,0,0
20/09/2020,26/09/2020,35-39,Women,14067,1440,0
20/09/2020,26/09/2020,40-44,Men,9629,1375,0
20/09/2020,26/09/2020,40-44,Not Binary,0,0,0
20/09/2020,26/09/2020,40-44,Women,13742,1461,0
20/09/2020,26/09/2020,45-49,Men,8932,1321,0
20/09/2020,26/09/2020,45-49,Not Binary,0,0,0
20/09/2020,26/09/2020,45-49,Women,13384,1365,0
20/09/2020,26/09/2020,50-54,Men,7403,1094,0
20/09/2020,26/09/2020,50-54,Not Binary,0,0,0
20/09/2020,26/09/2020,50-54,Women,11853,1278,0
20/09/2020,26/09/2020,55-59,Men,6475,1002,0
20/09/2020,26/09/2020,55-59,Not Binary,0,0,0
20/09/2020,26/09/2020,55-59,Women,10606,936,0
20/09/2020,26/09/2020,60-64,Men,5954,817,0
20/09/2020,26/09/2020,60-64,Not Binary,0,0,0
20/09/2020,26/09/2020,60-64,Women,8443,692,0
20/09/2020,26/09/2020,65-69,Men,4924,631,0
20/09/2020,26/09/2020,65-69,Not Binary,0,0,0
20/09/2020,26/09/2020,65-69,Women,6345,551,0
20/09/2020,26/09/2020,70-74,Men,3808,394,17
20/09/2020,26/09/2020,70-74,Not Binary,0,0,0
20/09/2020,26/09/2020,70-74,Women,5128,372,0
20/09/2020,26/09/2020,75-79,Men,2405,232,0
20/09/2020,26/09/2020,75-79,Not Binary,0,0,0
20/09/2020,26/09/2020,75-79,Women,3425,198,0
20/09/2020,26/09/2020,80+,Men,5858,308,50
20/09/2020,26/09/2020,80+,Not Binary,0,0,0
20/09/2020,26/09/2020,80+,Women,14000,439,57
20/09/2020,26/09/2020,NULL,Men,1238,80,0
20/09/2020,26/09/2020,NULL,Not Binary,207,0,0
20/09/2020,26/09/2020,NULL,Women,1255,88,0
27/09/2020,03/10/2020,0-19,Men,37680,6513,0
27/09/2020,03/10/2020,0-19,Not Binary,101,25,0
27/09/2020,03/10/2020,0-19,Women,35786,5313,0
27/09/2020,03/10/2020,20-24,Men,11294,2178,0
27/09/2020,03/10/2020,20-24,Not Binary,0,0,0
27/09/2020,03/10/2020,20-24,Women,12402,1834,0
27/09/2020,03/10/2020,25-29,Men,10040,1592,0
27/09/2020,03/10/2020,25-29,Not Binary,0,0,0
27/09/2020,03/10/2020,25-29,Women,12374,1454,0
27/09/2020,03/10/2020,30-34,Men,9219,1408,0
27/09/2020,03/10/2020,30-34,Not Binary,0,0,0
27/09/2020,03/10/2020,30-34,Women,11577,1192,0
27/09/2020,03/10/2020,35-39,Men,8199,1277,0
27/09/2020,03/10/2020,35-39,Not Binary,0,0,0
27/09/2020,03/10/2020,35-39,Women,10730,1125,0
27/09/2020,03/10/2020,40-44,Men,7439,1092,0
27/09/2020,03/10/2020,40-44,Not Binary,0,0,0
27/09/2020,03/10/2020,40-44,Women,10586,1066,0
27/09/2020,03/10/2020,45-49,Men,6925,1049,0
27/09/2020,03/10/2020,45-49,Women,10450,1061,0
27/09/2020,03/10/2020,50-54,Men,6072,878,0
27/09/2020,03/10/2020,50-54,Not Binary,0,0,0
27/09/2020,03/10/2020,50-54,Women,9619,837,0
27/09/2020,03/10/2020,55-59,Men,5415,772,0
27/09/2020,03/10/2020,55-59,Not Binary,0,0,0
27/09/2020,03/10/2020,55-59,Women,8804,733,0
27/09/2020,03/10/2020,60-64,Men,4994,732,0
27/09/2020,03/10/2020,60-64,Not Binary,0,0,0
27/09/2020,03/10/2020,60-64,Women,7223,620,0
27/09/2020,03/10/2020,65-69,Men,4176,611,16
27/09/2020,03/10/2020,65-69,Not Binary,0,0,0
27/09/2020,03/10/2020,65-69,Women,5345,476,0
27/09/2020,03/10/2020,70-74,Men,3434,438,22
27/09/2020,03/10/2020,70-74,Women,4432,336,0
27/09/2020,03/10/2020,75-79,Men,2030,240,25
27/09/2020,03/10/2020,75-79,Not Binary,0,0,0
27/09/2020,03/10/2020,75-79,Women,2839,239,0
27/09/2020,03/10/2020,80+,Men,4838,362,72
27/09/2020,03/10/2020,80+,Not Binary,0,0,0
27/09/2020,03/10/2020,80+,Women,10555,434,59
27/09/2020,03/10/2020,NULL,Men,1256,92,0
27/09/2020,03/10/2020,NULL,Not Binary,208,15,0
27/09/2020,03/10/2020,NULL,Women,1206,84,0
04/10/2020,10/10/2020,0-19,Men,30707,4330,0
04/10/2020,10/10/2020,0-19,Not Binary,95,26,0
04/10/2020,10/10/2020,0-19,Women,30382,4202,0
04/10/2020,10/10/2020,20-24,Men,9859,1303,0
04/10/2020,10/10/2020,20-24,Not Binary,0,0,0
04/10/2020,10/10/2020,20-24,Women,11596,1306,0
04/10/2020,10/10/2020,25-29,Men,9257,1065,0
04/10/2020,10/10/2020,25-29,Not Binary,0,0,0
04/10/2020,10/10/2020,25-29,Women,11543,965,0
04/10/2020,10/10/2020,30-34,Men,8293,869,0
04/10/2020,10/10/2020,30-34,Not Binary,20,0,0
04/10/2020,10/10/2020,30-34,Women,10944,808,0
04/10/2020,10/10/2020,35-39,Men,7411,773,0
04/10/2020,10/10/2020,35-39,Not Binary,0,0,0
04/10/2020,10/10/2020,35-39,Women,10047,772,0
04/10/2020,10/10/2020,40-44,Men,6735,721,0
04/10/2020,10/10/2020,40-44,Not Binary,0,0,0
04/10/2020,10/10/2020,40-44,Women,9981,752,0
04/10/2020,10/10/2020,45-49,Men,6319,670,0
04/10/2020,10/10/2020,45-49,Not Binary,0,0,0
04/10/2020,10/10/2020,45-49,Women,10092,716,0
04/10/2020,10/10/2020,50-54,Men,5595,563,0
04/10/2020,10/10/2020,50-54,Not Binary,0,0,0
04/10/2020,10/10/2020,50-54,Women,9451,588,0
04/10/2020,10/10/2020,55-59,Men,5170,549,0
04/10/2020,10/10/2020,55-59,Not Binary,0,0,0
04/10/2020,10/10/2020,55-59,Women,8945,547,0
04/10/2020,10/10/2020,60-64,Men,4903,521,15
04/10/2020,10/10/2020,60-64,Women,7407,441,0
04/10/2020,10/10/2020,65-69,Men,4450,445,0
04/10/2020,10/10/2020,65-69,Not Binary,0,0,0
04/10/2020,10/10/2020,65-69,Women,5828,367,0
04/10/2020,10/10/2020,70-74,Men,3582,331,21
04/10/2020,10/10/2020,70-74,Not Binary,0,0,0
04/10/2020,10/10/2020,70-74,Women,5030,307,0
04/10/2020,10/10/2020,75-79,Men,2328,199,17
04/10/2020,10/10/2020,75-79,Women,3160,183,19
04/10/2020,10/10/2020,80+,Men,5478,297,73
04/10/2020,10/10/2020,80+,Not Binary,0,0,0
04/10/2020,10/10/2020,80+,Women,12181,393,65
04/10/2020,10/10/2020,NULL,Men,1178,87,0
04/10/2020,10/10/2020,NULL,Not Binary,192,20,0
04/10/2020,10/10/2020,NULL,Women,1256,74,0
11/10/2020,17/10/2020,0-19,Men,22941,2112,0
11/10/2020,17/10/2020,0-19,Not Binary,67,0,0
11/10/2020,17/10/2020,0-19,Women,22267,2230,0
11/10/2020,17/10/2020,20-24,Men,7749,670,0
11/10/2020,17/10/2020,20-24,Not Binary,0,0,0
11/10/2020,17/10/2020,20-24,Women,9684,700,0
11/10/2020,17/10/2020,25-29,Men,7491,500,0
11/10/2020,17/10/2020,25-29,Not Binary,0,0,0
11/10/2020,17/10/2020,25-29,Women,10279,566,0
11/10/2020,17/10/2020,30-34,Men,6958,396,0
11/10/2020,17/10/2020,30-34,Not Binary,16,0,0
11/10/2020,17/10/2020,30-34,Women,10344,445,0
11/10/2020,17/10/2020,35-39,Men,6223,363,0
11/10/2020,17/10/2020,35-39,Not Binary,0,0,0
11/10/2020,17/10/2020,35-39,Women,9934,411,0
11/10/2020,17/10/2020,40-44,Men,5855,341,0
11/10/2020,17/10/2020,40-44,Not Binary,0,0,0
11/10/2020,17/10/2020,40-44,Women,10000,400,0
11/10/2020,17/10/2020,45-49,Men,5655,310,0
11/10/2020,17/10/2020,45-49,Not Binary,0,0,0
11/10/2020,17/10/2020,45-49,Women,10283,352,0
11/10/2020,17/10/2020,50-54,Men,5000,272,0
11/10/2020,17/10/2020,50-54,Not Binary,0,0,0
11/10/2020,17/10/2020,50-54,Women,9693,335,0
11/10/2020,17/10/2020,55-59,Men,4604,263,0
11/10/2020,17/10/2020,55-59,Not Binary,0,0,0
11/10/2020,17/10/2020,55-59,Women,9505,289,0
11/10/2020,17/10/2020,60-64,Men,4560,215,0
11/10/2020,17/10/2020,60-64,Not Binary,0,0,0
11/10/2020,17/10/2020,60-64,Women,7671,220,0
11/10/2020,17/10/2020,65-69,Men,4056,203,20
11/10/2020,17/10/2020,65-69,Not Binary,0,0,0
11/10/2020,17/10/2020,65-69,Women,5924,168,0
11/10/2020,17/10/2020,70-74,Men,3626,152,28
11/10/2020,17/10/2020,70-74,Not Binary,0,0,0
11/10/2020,17/10/2020,70-74,Women,4763,127,0
11/10/2020,17/10/2020,75-79,Men,2136,103,19
11/10/2020,17/10/2020,75-79,Not Binary,0,0,0
11/10/2020,17/10/2020,75-79,Women,2945,107,0
11/10/2020,17/10/2020,80+,Men,4750,149,78
11/10/2020,17/10/2020,80+,Not Binary,0,0,0
11/10/2020,17/10/2020,80+,Women,10431,260,50
11/10/2020,17/10/2020,NULL,Men,1128,51,0
11/10/2020,17/10/2020,NULL,Not Binary,219,17,0
11/10/2020,17/10/2020,NULL,Women,1160,63,0
18/10/2020,24/10/2020,0-19,Men,28370,1177,0
18/10/2020,24/10/2020,0-19,Not Binary,38,0,0
18/10/2020,24/10/2020,0-19,Women,17287,1114,0
18/10/2020,24/10/2020,20-24,Men,9426,352,0
18/10/2020,24/10/2020,20-24,Not Binary,0,0,0
18/10/2020,24/10/2020,20-24,Women,8596,355,0
18/10/2020,24/10/2020,25-29,Men,6765,248,0
18/10/2020,24/10/2020,25-29,Not Binary,0,0,0
18/10/2020,24/10/2020,25-29,Women,9725,285,0
18/10/2020,24/10/2020,30-34,Men,6562,241,0
18/10/2020,24/10/2020,30-34,Not Binary,0,0,0
18/10/2020,24/10/2020,30-34,Women,9979,251,0
18/10/2020,24/10/2020,35-39,Men,6029,206,0
18/10/2020,24/10/2020,35-39,Not Binary,21,0,0
18/10/2020,24/10/2020,35-39,Women,9692,225,0
18/10/2020,24/10/2020,40-44,Men,5413,188,0
18/10/2020,24/10/2020,40-44,Not Binary,15,0,0
18/10/2020,24/10/2020,40-44,Women,9578,214,0
18/10/2020,24/10/2020,45-49,Men,5249,204,0
18/10/2020,24/10/2020,45-49,Not Binary,0,0,0
18/10/2020,24/10/2020,45-49,Women,10205,215,0
18/10/2020,24/10/2020,50-54,Men,4534,149,0
18/10/2020,24/10/2020,50-54,Not Binary,0,0,0
18/10/2020,24/10/2020,50-54,Women,9396,191,0
18/10/2020,24/10/2020,55-59,Men,4192,141,0
18/10/2020,24/10/2020,55-59,Not Binary,0,0,0
18/10/2020,24/10/2020,55-59,Women,9135,149,0
18/10/2020,24/10/2020,60-64,Men,4175,123,0
18/10/2020,24/10/2020,60-64,Not Binary,0,0,0
18/10/2020,24/10/2020,60-64,Women,7528,129,0
18/10/2020,24/10/2020,65-69,Men,3712,113,0
18/10/2020,24/10/2020,65-69,Women,5705,100,0
18/10/2020,24/10/2020,70-74,Men,3220,73,20
18/10/2020,24/10/2020,70-74,Not Binary,0,0,0
18/10/2020,24/10/2020,70-74,Women,4371,82,0
18/10/2020,24/10/2020,75-79,Men,1928,46,15
18/10/2020,24/10/2020,75-79,Not Binary,0,0,0
18/10/2020,24/10/2020,75-79,Women,2493,50,0
18/10/2020,24/10/2020,80+,Men,3589,91,62
18/10/2020,24/10/2020,80+,Not Binary,0,0,0
18/10/2020,24/10/2020,80+,Women,7481,143,43
18/10/2020,24/10/2020,NULL,Men,1364,35,0
18/10/2020,24/10/2020,NULL,Not Binary,220,0,0
18/10/2020,24/10/2020,NULL,Women,1280,30,0
25/10/2020,31/10/2020,0-19,Men,23426,729,0
25/10/2020,31/10/2020,0-19,Not Binary,52,0,0
25/10/2020,31/10/2020,0-19,Women,17222,641,0
25/10/2020,31/10/2020,20-24,Men,8286,211,0
25/10/2020,31/10/2020,20-24,Not Binary,0,0,0
25/10/2020,31/10/2020,20-24,Women,7967,278,0
25/10/2020,31/10/2020,25-29,Men,6587,179,0
25/10/2020,31/10/2020,25-29,Not Binary,0,0,0
25/10/2020,31/10/2020,25-29,Women,9801,231,0
25/10/2020,31/10/2020,30-34,Men,6756,140,0
25/10/2020,31/10/2020,30-34,Not Binary,17,0,0
25/10/2020,31/10/2020,30-34,Women,10551,163,0
25/10/2020,31/10/2020,35-39,Men,6219,126,0
25/10/2020,31/10/2020,35-39,Not Binary,0,0,0
25/10/2020,31/10/2020,35-39,Women,10092,179,0
25/10/2020,31/10/2020,40-44,Men,5542,130,0
25/10/2020,31/10/2020,40-44,Not Binary,0,0,0
25/10/2020,31/10/2020,40-44,Women,9781,163,0
25/10/2020,31/10/2020,45-49,Men,5203,132,0
25/10/2020,31/10/2020,45-49,Not Binary,0,0,0
25/10/2020,31/10/2020,45-49,Women,10009,164,0
25/10/2020,31/10/2020,50-54,Men,4517,109,0
25/10/2020,31/10/2020,50-54,Not Binary,0,0,0
25/10/2020,31/10/2020,50-54,Women,9048,148,0
25/10/2020,31/10/2020,55-59,Men,4194,105,0
25/10/2020,31/10/2020,55-59,Not Binary,0,0,0
25/10/2020,31/10/2020,55-59,Women,8758,119,0
25/10/2020,31/10/2020,60-64,Men,4085,99,0
25/10/2020,31/10/2020,60-64,Not Binary,0,0,0
25/10/2020,31/10/2020,60-64,Women,7089,89,0
25/10/2020,31/10/2020,65-69,Men,3806,74,0
25/10/2020,31/10/2020,65-69,Not Binary,0,0,0
25/10/2020,31/10/2020,65-69,Women,5297,71,0
25/10/2020,31/10/2020,70-74,Men,3166,50,0
25/10/2020,31/10/2020,70-74,Women,4258,57,0
25/10/2020,31/10/2020,75-79,Men,1743,33,0
25/10/2020,31/10/2020,75-79,Not Binary,0,0,0
25/10/2020,31/10/2020,75-79,Women,2294,34,0
25/10/2020,31/10/2020,80+,Men,3660,57,39
25/10/2020,31/10/2020,80+,Not Binary,0,0,0
25/10/2020,31/10/2020,80+,Women,7766,68,47
25/10/2020,31/10/2020,NULL,Men,1530,38,0
25/10/2020,31/10/2020,NULL,Not Binary,234,18,0
25/10/2020,31/10/2020,NULL,Women,1305,19,0
01/11/2020,07/11/2020,0-19,Men,27483,615,0
01/11/2020,07/11/2020,0-19,Not Binary,46,0,0
01/11/2020,07/11/2020,0-19,Women,18212,621,0
01/11/2020,07/11/2020,20-24,Men,8719,202,0
01/11/2020,07/11/2020,20-24,Not Binary,0,0,0
01/11/2020,07/11/2020,20-24,Women,7412,245,0
01/11/2020,07/11/2020,25-29,Men,7012,166,0
01/11/2020,07/11/2020,25-29,Not Binary,0,0,0
01/11/2020,07/11/2020,25-29,Women,9280,234,0
01/11/2020,07/11/2020,30-34,Men,6968,156,0
01/11/2020,07/11/2020,30-34,Not Binary,19,0,0
01/11/2020,07/11/2020,30-34,Women,9893,209,0
01/11/2020,07/11/2020,35-39,Men,6621,116,0
01/11/2020,07/11/2020,35-39,Not Binary,21,0,0
01/11/2020,07/11/2020,35-39,Women,9216,161,0
01/11/2020,07/11/2020,40-44,Men,5862,142,0
01/11/2020,07/11/2020,40-44,Not Binary,0,0,0
01/11/2020,07/11/2020,40-44,Women,8825,181,0
01/11/2020,07/11/2020,45-49,Men,5378,131,0
01/11/2020,07/11/2020,45-49,Not Binary,0,0,0
01/11/2020,07/11/2020,45-49,Women,8794,180,0
01/11/2020,07/11/2020,50-54,Men,4541,134,0
01/11/2020,07/11/2020,50-54,Not Binary,0,0,0
01/11/2020,07/11/2020,50-54,Women,7931,154,0
01/11/2020,07/11/2020,55-59,Men,4246,119,0
01/11/2020,07/11/2020,55-59,Not Binary,0,0,0
01/11/2020,07/11/2020,55-59,Women,8005,125,0
01/11/2020,07/11/2020,60-64,Men,4091,80,0
01/11/2020,07/11/2020,60-64,Not Binary,0,0,0
01/11/2020,07/11/2020,60-64,Women,6699,90,0
01/11/2020,07/11/2020,65-69,Men,3898,64,0
01/11/2020,07/11/2020,65-69,Women,5193,83,0
01/11/2020,07/11/2020,70-74,Men,3354,40,0
01/11/2020,07/11/2020,70-74,Women,4248,56,0
01/11/2020,07/11/2020,75-79,Men,1771,30,0
01/11/2020,07/11/2020,75-79,Women,2412,34,0
