Date,age group,Severe cases vaccinated,Severe cases expired Vaccination  ,Severe cases Not vaccinated,Severe cases vaccinated per 100k,Severe cases expired Vaccination  per 100k,Severe cases Not vaccinated per 100k,New Severe cases vaccinated,New severe cases expired Vaccination,New severe cases Not vaccinated,New severe cases vaccinated per 100k,New severe cases expired Vaccination  per 100k,New severe cases Not vaccinated per 100k
23-02-2021,0-59,6,0,302,0.4,0,6.7,1,0,42,0.1,0,0.9
23-02-2021,60+,34,0,310,3,0,103.9,6,0,37,0.5,0,12.4
23-02-2021,All population,40,0,612,1.4,0,12.7,7,0,79,0.3,0,1.6
24-02-2021,All population,39,0,604,1.4,0,12.7,5,0,78,0.2,0,1.6
24-02-2021,60+,33,0,302,2.9,0,103.1,4,0,38,0.3,0,13
24-02-2021,0-59,6,0,302,0.4,0,6.8,1,0,40,0.1,0,0.9
25-02-2021,All population,36,0,591,1.2,0,12.6,6,0,81,0.2,0,1.7
25-02-2021,60+,30,0,298,2.6,0,103.4,6,0,45,0.5,0,15.6
25-02-2021,0-59,6,0,293,0.3,0,6.6,0,0,36,0,0,0.8
26-02-2021,All population,37,0,579,1.3,0,12.4,5,0,66,0.2,0,1.4
26-02-2021,60+,31,0,285,2.7,0,99.6,5,0,32,0.4,0,11.2
26-02-2021,0-59,6,0,294,0.3,0,6.7,0,0,34,0,0,0.8
27-02-2021,60+,38,0,283,3.3,0,99.4,10,0,27,0.9,0,9.5
27-02-2021,0-59,6,0,285,0.3,0,6.5,0,0,22,0,0,0.5
27-02-2021,All population,44,0,569,1.5,0,12.2,10,0,50,0.3,0,1.1
28-02-2021,60+,40,0,286,3.4,0,101.8,4,0,36,0.3,0,12.8
28-02-2021,0-59,6,0,285,0.3,0,6.6,0,0,32,0,0,0.7
28-02-2021,All population,46,0,571,1.5,0,12.4,4,0,68,0.1,0,1.5
01-03-2021,0-59,7,0,274,0.4,0,6.4,2,0,41,0.1,0,1
01-03-2021,60+,37,0,287,3.2,0,103.9,3,0,46,0.3,0,16.7
01-03-2021,All population,44,0,562,1.4,0,12.3,5,0,88,0.2,0,1.9
02-03-2021,60+,35,0,278,3,0,102.5,7,0,36,0.6,0,13.3
02-03-2021,0-59,5,0,257,0.2,0,6,0,0,28,0,0,0.7
02-03-2021,All population,40,0,536,1.2,0,11.8,7,0,64,0.2,0,1.4
03-03-2021,60+,35,0,290,3,0,109,6,0,45,0.5,0,16.9
03-03-2021,All population,42,0,539,1.3,0,12,9,0,73,0.3,0,1.6
03-03-2021,0-59,7,0,249,0.3,0,5.9,3,0,28,0.1,0,0.7
04-03-2021,All population,47,0,528,1.4,0,11.9,8,0,61,0.2,0,1.4
04-03-2021,60+,38,0,283,3.2,0,108.1,6,0,32,0.5,0,12.2
04-03-2021,0-59,9,0,245,0.4,0,5.9,2,0,29,0.1,0,0.7
05-03-2021,All population,46,0,498,1.4,0,11.2,6,0,57,0.2,0,1.3
05-03-2021,0-59,8,0,232,0.4,0,5.6,1,0,30,0,0,0.7
05-03-2021,60+,38,0,266,3.2,0,102.3,5,0,27,0.4,0,10.4
06-03-2021,0-59,7,0,242,0.3,0,5.8,0,0,34,0,0,0.8
06-03-2021,All population,52,0,517,1.5,0,11.7,9,0,72,0.3,0,1.6
06-03-2021,60+,45,0,275,3.8,0,106.2,9,0,38,0.8,0,14.7
07-03-2021,60+,46,0,284,3.8,0,111.3,4,0,22,0.3,0,8.6
07-03-2021,0-59,7,0,253,0.3,0,6.1,1,0,35,0,0,0.8
07-03-2021,All population,53,0,537,1.5,0,12.2,5,0,57,0.1,0,1.3
08-03-2021,0-59,8,0,250,0.3,0,6.1,1,0,37,0,0,0.9
08-03-2021,All population,54,0,514,1.5,0,11.8,7,0,69,0.2,0,1.6
08-03-2021,60+,46,0,264,3.8,0,104.8,6,0,32,0.5,0,12.7
09-03-2021,0-59,8,0,244,0.3,0,6,0,0,20,0,0,0.5
09-03-2021,60+,46,0,253,3.8,0,101.7,5,0,16,0.4,0,6.4
09-03-2021,All population,54,0,497,1.5,0,11.5,5,0,36,0.1,0,0.8
10-03-2021,0-59,7,0,231,0.3,0,5.7,0,0,27,0,0,0.7
10-03-2021,All population,55,0,485,1.5,0,11.2,8,0,58,0.2,0,1.3
10-03-2021,60+,48,0,254,4,0,103.1,8,0,31,0.7,0,12.6
11-03-2021,60+,44,0,245,3.6,0,100.4,4,0,25,0.3,0,10.2
11-03-2021,All population,50,0,475,1.3,0,11.1,4,0,49,0.1,0,1.1
11-03-2021,0-59,6,0,230,0.2,0,5.7,0,0,24,0,0,0.6
12-03-2021,60+,44,0,230,3.6,0,94.7,5,0,22,0.4,0,9.1
12-03-2021,All population,53,0,452,1.4,0,10.6,9,0,45,0.2,0,1.1
12-03-2021,0-59,9,0,222,0.3,0,5.5,4,0,23,0.2,0,0.6
13-03-2021,0-59,9,0,219,0.3,0,5.4,1,0,22,0,0,0.5
13-03-2021,60+,45,0,229,3.7,0,94.6,5,0,16,0.4,0,6.6
13-03-2021,All population,54,0,448,1.4,0,10.5,6,0,38,0.2,0,0.9
14-03-2021,0-59,8,0,236,0.3,0,5.9,0,0,34,0,0,0.8
14-03-2021,All population,52,0,465,1.3,0,10.9,4,0,62,0.1,0,1.5
14-03-2021,60+,44,0,229,3.6,0,95.4,4,0,28,0.3,0,11.7
15-03-2021,60+,46,0,216,3.7,0,90.8,7,0,20,0.6,0,8.4
15-03-2021,0-59,9,0,213,0.3,0,5.3,2,0,18,0.1,0,0.5
15-03-2021,All population,55,0,429,1.4,0,10.1,9,0,38,0.2,0,0.9
16-03-2021,All population,50,0,432,1.2,0,10.3,4,0,48,0.1,0,1.1
16-03-2021,60+,43,0,213,3.4,0,90.2,4,0,19,0.3,0,8
16-03-2021,0-59,7,0,219,0.2,0,5.5,0,0,29,0,0,0.7
17-03-2021,60+,46,0,200,3.7,0,85.4,4,0,14,0.3,0,6
17-03-2021,0-59,5,0,209,0.2,0,5.3,0,0,21,0,0,0.5
17-03-2021,All population,51,0,409,1.2,0,9.8,4,0,35,0.1,0,0.8
18-03-2021,All population,52,0,418,1.2,0,10,9,0,46,0.2,0,1.1
18-03-2021,0-59,6,0,210,0.2,0,5.3,2,0,26,0.1,0,0.7
18-03-2021,60+,46,0,208,3.7,0,89.5,7,0,20,0.6,0,8.6
19-03-2021,All population,49,0,404,1.2,0,9.7,4,0,32,0.1,0,0.8
19-03-2021,60+,44,0,204,3.5,0,88,3,0,15,0.2,0,6.5
19-03-2021,0-59,5,0,200,0.2,0,5.1,1,0,17,0,0,0.4
20-03-2021,0-59,7,0,189,0.2,0,4.8,2,0,15,0.1,0,0.4
20-03-2021,All population,48,0,394,1.1,0,9.5,3,0,32,0.1,0,0.8
20-03-2021,60+,41,0,205,3.2,0,88.7,1,0,17,0.1,0,7.4
21-03-2021,All population,52,0,404,1.2,0,9.7,8,0,35,0.2,0,0.8
21-03-2021,0-59,7,0,190,0.2,0,4.8,1,0,10,0,0,0.3
21-03-2021,60+,45,0,214,3.5,0,93.2,7,0,25,0.6,0,10.9
22-03-2021,0-59,5,0,180,0.2,0,4.6,0,0,11,0,0,0.3
22-03-2021,All population,45,0,377,1,0,9.1,3,0,24,0.1,0,0.6
22-03-2021,60+,40,0,197,3.1,0,86.3,3,0,13,0.2,0,5.7
23-03-2021,60+,38,0,191,3,0,83.8,4,0,13,0.3,0,5.7
23-03-2021,All population,44,0,368,1,0,8.9,5,0,25,0.1,0,0.6
23-03-2021,0-59,6,0,177,0.2,0,4.5,1,0,12,0,0,0.3
24-03-2021,All population,39,0,361,0.9,0,8.7,4,0,28,0.1,0,0.7
24-03-2021,60+,34,0,192,2.6,0,84.7,4,0,18,0.3,0,7.9
24-03-2021,0-59,5,0,169,0.2,0,4.3,0,0,10,0,0,0.3
25-03-2021,0-59,6,0,167,0.2,0,4.3,2,0,14,0.1,0,0.4
25-03-2021,60+,32,0,197,2.5,0,87.4,2,0,20,0.2,0,8.9
25-03-2021,All population,38,0,364,0.8,0,8.8,4,0,34,0.1,0,0.8
26-03-2021,60+,34,0,190,2.6,0,84.5,3,0,12,0.2,0,5.3
26-03-2021,0-59,5,0,152,0.1,0,3.9,0,0,9,0,0,0.2
26-03-2021,All population,39,0,342,0.8,0,8.3,3,0,21,0.1,0,0.5
27-03-2021,0-59,5,0,148,0.1,0,3.8,0,0,6,0,0,0.2
27-03-2021,60+,32,0,184,2.5,0,81.9,0,0,9,0,0,4
27-03-2021,All population,37,0,332,0.8,0,8.1,0,0,15,0,0,0.4
28-03-2021,60+,33,0,182,2.5,0,81.1,3,0,10,0.2,0,4.5
28-03-2021,All population,40,0,334,0.8,0,8.1,5,0,18,0.1,0,0.4
28-03-2021,0-59,7,0,152,0.2,0,3.9,2,0,8,0.1,0,0.2
29-03-2021,60+,35,0,177,2.7,0,79.3,3,0,9,0.2,0,4
29-03-2021,All population,42,0,327,0.9,0,8,3,0,13,0.1,0,0.3
29-03-2021,0-59,7,0,150,0.2,0,3.9,0,0,4,0,0,0.1
30-03-2021,0-59,6,0,142,0.2,0,3.7,0,0,7,0,0,0.2
30-03-2021,60+,35,0,146,2.7,0,65.7,3,0,6,0.2,0,2.7
30-03-2021,All population,41,0,288,0.9,0,7,3,0,13,0.1,0,0.3
31-03-2021,All population,41,0,280,0.8,0,6.9,3,0,17,0.1,0,0.4
31-03-2021,60+,35,0,146,2.7,0,66.1,3,0,13,0.2,0,5.9
31-03-2021,0-59,6,0,134,0.2,0,3.5,0,0,4,0,0,0.1
01-04-2021,60+,34,0,144,2.6,0,65.9,2,0,11,0.2,0,5
01-04-2021,All population,39,0,274,0.8,0,6.7,2,0,14,0,0,0.3
01-04-2021,0-59,5,0,130,0.1,0,3.4,0,0,3,0,0,0.1
02-04-2021,60+,30,0,127,2.3,0,58.2,1,0,6,0.1,0,2.8
02-04-2021,All population,35,0,248,0.7,0,6.1,1,0,12,0,0,0.3
02-04-2021,0-59,5,0,121,0.1,0,3.1,0,0,6,0,0,0.2
03-04-2021,All population,37,0,250,0.8,0,6.1,3,0,11,0.1,0,0.3
03-04-2021,60+,31,0,124,2.4,0,56.9,2,0,3,0.2,0,1.4
03-04-2021,0-59,6,0,126,0.2,0,3.3,1,0,8,0,0,0.2
04-04-2021,60+,26,0,123,2,0,56.8,3,0,7,0.2,0,3.2
04-04-2021,All population,32,0,250,0.7,0,6.2,3,0,13,0.1,0,0.3
04-04-2021,0-59,6,0,127,0.2,0,3.3,0,0,6,0,0,0.2
05-04-2021,All population,32,0,231,0.7,0,5.7,6,0,7,0.1,0,0.2
05-04-2021,0-59,5,0,116,0.1,0,3,0,0,1,0,0,0
05-04-2021,60+,27,0,115,2,0,53.4,6,0,6,0.5,0,2.8
06-04-2021,60+,29,0,111,2.2,0,51.9,4,0,3,0.3,0,1.4
06-04-2021,All population,34,0,226,0.7,0,5.6,5,0,8,0.1,0,0.2
06-04-2021,0-59,5,0,115,0.1,0,3,1,0,5,0,0,0.1
07-04-2021,60+,27,0,107,2,0,50.3,2,0,5,0.2,0,2.4
07-04-2021,All population,32,0,220,0.6,0,5.4,2,0,13,0,0,0.3
07-04-2021,0-59,5,0,113,0.1,0,3,0,0,8,0,0,0.2
08-04-2021,0-59,5,0,102,0.1,0,2.7,0,0,4,0,0,0.1
08-04-2021,60+,26,0,99,2,0,46.8,3,0,4,0.2,0,1.9
08-04-2021,All population,31,0,201,0.6,0,5,3,0,8,0.1,0,0.2
09-04-2021,0-59,4,0,100,0.1,0,2.6,0,0,7,0,0,0.2
09-04-2021,60+,21,0,96,1.6,0,45.5,2,0,8,0.2,0,3.8
09-04-2021,All population,25,0,196,0.5,0,4.9,2,0,15,0,0,0.4
10-04-2021,60+,20,0,95,1.5,0,45.1,3,0,5,0.2,0,2.4
10-04-2021,0-59,4,0,95,0.1,0,2.5,0,0,3,0,0,0.1
10-04-2021,All population,24,0,190,0.5,0,4.7,3,0,8,0.1,0,0.2
11-04-2021,0-59,5,0,96,0.1,0,2.5,1,0,7,0,0,0.2
11-04-2021,60+,20,0,93,1.5,0,44.4,1,0,6,0.1,0,2.9
11-04-2021,All population,25,0,189,0.5,0,4.7,2,0,13,0,0,0.3
12-04-2021,0-59,4,0,94,0.1,0,2.5,0,0,3,0,0,0.1
12-04-2021,60+,19,0,93,1.4,0,44.7,3,0,6,0.2,0,2.9
12-04-2021,All population,23,0,187,0.5,0,4.7,3,0,9,0.1,0,0.2
13-04-2021,All population,23,0,173,0.5,0,4.3,2,0,11,0,0,0.3
13-04-2021,0-59,4,0,87,0.1,0,2.3,0,0,2,0,0,0.1
13-04-2021,60+,19,0,86,1.4,0,41.5,2,0,9,0.1,0,4.3
14-04-2021,All population,23,0,156,0.5,0,3.9,1,0,2,0,0,0.1
14-04-2021,60+,19,0,82,1.4,0,39.7,1,0,1,0.1,0,0.5
14-04-2021,0-59,4,0,74,0.1,0,2,0,0,1,0,0,0
15-04-2021,All population,21,0,145,0.4,0,3.6,0,0,3,0,0,0.1
15-04-2021,0-59,4,0,70,0.1,0,1.8,0,0,1,0,0,0
15-04-2021,60+,17,0,75,1.3,0,36.4,0,0,2,0,0,1
16-04-2021,All population,22,0,142,0.4,0,3.6,2,0,5,0,0,0.1
16-04-2021,0-59,4,0,70,0.1,0,1.8,0,0,3,0,0,0.1
16-04-2021,60+,18,0,72,1.3,0,35,2,0,2,0.1,0,1
17-04-2021,All population,21,0,139,0.4,0,3.5,2,0,4,0,0,0.1
17-04-2021,0-59,4,0,70,0.1,0,1.8,0,0,3,0,0,0.1
17-04-2021,60+,17,0,69,1.3,0,33.6,2,0,1,0.1,0,0.5
18-04-2021,All population,21,0,143,0.4,0,3.6,3,0,10,0.1,0,0.3
18-04-2021,0-59,4,0,70,0.1,0,1.9,1,0,4,0,0,0.1
18-04-2021,60+,17,0,73,1.3,0,35.7,2,0,6,0.1,0,2.9
19-04-2021,0-59,3,0,65,0.1,0,1.7,0,0,2,0,0,0.1
19-04-2021,60+,15,0,70,1.1,0,34.4,2,0,6,0.1,0,2.9
19-04-2021,All population,18,0,135,0.4,0,3.4,2,0,8,0,0,0.2
20-04-2021,0-59,3,0,62,0.1,0,1.6,0,0,1,0,0,0
20-04-2021,All population,19,0,123,0.4,0,3.1,2,0,3,0,0,0.1
20-04-2021,60+,16,0,61,1.2,0,30.1,2,0,2,0.1,0,1
21-04-2021,0-59,3,0,59,0.1,0,1.6,0,0,1,0,0,0
21-04-2021,All population,20,0,118,0.4,0,3,2,0,4,0,0,0.1
21-04-2021,60+,17,0,59,1.3,0,29.2,2,0,3,0.1,0,1.5
22-04-2021,0-59,3,0,57,0.1,0,1.5,0,0,1,0,0,0
22-04-2021,60+,14,0,55,1,0,27.4,1,0,2,0.1,0,1
22-04-2021,All population,17,0,112,0.3,0,2.8,1,0,3,0,0,0.1
23-04-2021,60+,16,0,52,1.2,0,25.9,3,0,2,0.2,0,1
23-04-2021,0-59,3,0,59,0.1,0,1.6,0,0,3,0,0,0.1
23-04-2021,All population,19,0,111,0.4,0,2.8,3,0,5,0.1,0,0.1
24-04-2021,All population,15,0,107,0.3,0,2.7,0,0,2,0,0,0.1
24-04-2021,0-59,3,0,54,0.1,0,1.4,0,0,0,0,0,0
24-04-2021,60+,12,0,53,0.9,0,26.4,0,0,2,0,0,1
25-04-2021,0-59,3,0,54,0.1,0,1.4,0,0,1,0,0,0
25-04-2021,All population,17,0,108,0.3,0,2.7,2,0,3,0,0,0.1
25-04-2021,60+,14,0,54,1,0,27,2,0,2,0.1,0,1
26-04-2021,0-59,3,0,57,0.1,0,1.5,0,0,6,0,0,0.2
26-04-2021,60+,11,0,55,0.8,0,27.6,0,0,6,0,0,3
26-04-2021,All population,14,0,112,0.3,0,2.8,0,0,12,0,0,0.3
27-04-2021,0-59,3,0,56,0.1,0,1.5,0,0,2,0,0,0.1
27-04-2021,All population,15,0,107,0.3,0,2.7,1,0,3,0,0,0.1
27-04-2021,60+,12,0,51,0.9,0,25.7,1,0,1,0.1,0,0.5
28-04-2021,0-59,4,0,56,0.1,0,1.5,1,0,0,0,0,0
28-04-2021,All population,15,0,99,0.3,0,2.5,1,0,1,0,0,0
28-04-2021,60+,11,0,43,0.8,0,21.7,0,0,1,0,0,0.5
29-04-2021,60+,9,0,38,0.7,0,19.3,1,0,2,0.1,0,1
29-04-2021,All population,11,0,89,0.2,0,2.3,1,0,3,0,0,0.1
29-04-2021,0-59,2,0,51,0.1,0,1.4,0,0,1,0,0,0
30-04-2021,All population,11,0,84,0.2,0,2.1,1,0,4,0,0,0.1
30-04-2021,60+,9,0,33,0.7,0,16.8,1,0,1,0.1,0,0.5
30-04-2021,0-59,2,0,51,0.1,0,1.4,0,0,3,0,0,0.1
01-05-2021,60+,8,0,34,0.6,0,17.3,0,0,3,0,0,1.5
01-05-2021,All population,10,0,86,0.2,0,2.2,0,0,5,0,0,0.1
01-05-2021,0-59,2,0,52,0.1,0,1.4,0,0,2,0,0,0.1
02-05-2021,0-59,2,0,48,0.1,0,1.3,0,0,0,0,0,0
02-05-2021,All population,9,0,83,0.2,0,2.1,0,0,4,0,0,0.1
02-05-2021,60+,7,0,35,0.5,0,17.9,0,0,4,0,0,2
03-05-2021,All population,7,0,80,0.1,0,2,1,0,5,0,0,0.1
03-05-2021,60+,5,0,34,0.4,0,17.4,0,0,2,0,0,1
03-05-2021,0-59,2,0,46,0.1,0,1.2,1,0,3,0,0,0.1
04-05-2021,0-59,2,0,44,0.1,0,1.2,0,0,1,0,0,0
04-05-2021,All population,5,0,77,0.1,0,2,1,0,3,0,0,0.1
04-05-2021,60+,3,0,33,0.2,0,16.9,1,0,2,0.1,0,1
05-05-2021,All population,5,0,76,0.1,0,1.9,0,0,3,0,0,0.1
05-05-2021,60+,3,0,33,0.2,0,17,0,0,2,0,0,1
05-05-2021,0-59,2,0,43,0.1,0,1.2,0,0,1,0,0,0
06-05-2021,60+,2,0,30,0.1,0,15.5,0,0,2,0,0,1
06-05-2021,0-59,1,0,41,0,0,1.1,0,0,0,0,0,0
06-05-2021,All population,3,0,71,0.1,0,1.8,0,0,2,0,0,0.1
07-05-2021,60+,2,0,28,0.1,0,14.5,0,0,1,0,0,0.5
07-05-2021,0-59,1,0,41,0,0,1.1,0,0,1,0,0,0
07-05-2021,All population,3,0,69,0.1,0,1.8,0,0,2,0,0,0.1
08-05-2021,60+,3,0,28,0.2,0,14.5,2,0,1,0.1,0,0.5
08-05-2021,0-59,1,0,39,0,0,1,0,0,0,0,0,0
08-05-2021,All population,4,0,67,0.1,0,1.7,2,0,1,0,0,0
09-05-2021,60+,3,0,25,0.2,0,12.9,0,0,0,0,0,0
09-05-2021,All population,5,0,63,0.1,0,1.6,1,0,0,0,0,0
09-05-2021,0-59,2,0,38,0.1,0,1,1,0,0,0,0,0
10-05-2021,All population,4,0,59,0.1,0,1.5,0,0,1,0,0,0
10-05-2021,60+,3,0,25,0.2,0,13,0,0,1,0,0,0.5
10-05-2021,0-59,1,0,34,0,0,0.9,0,0,0,0,0,0
11-05-2021,0-59,1,0,34,0,0,0.9,0,0,1,0,0,0
11-05-2021,60+,2,0,25,0.1,0,13,0,0,1,0,0,0.5
11-05-2021,All population,3,0,59,0.1,0,1.5,0,0,2,0,0,0.1
12-05-2021,60+,2,0,24,0.1,0,12.5,0,0,0,0,0,0
12-05-2021,All population,3,0,55,0.1,0,1.4,0,0,0,0,0,0
12-05-2021,0-59,1,0,31,0,0,0.8,0,0,0,0,0,0
13-05-2021,All population,0,0,52,0,0,1.3,0,0,1,0,0,0
13-05-2021,0-59,0,0,28,0,0,0.8,0,0,0,0,0,0
13-05-2021,60+,0,0,24,0,0,12.5,0,0,1,0,0,0.5
14-05-2021,60+,0,0,26,0,0,13.6,0,0,2,0,0,1
14-05-2021,0-59,0,0,27,0,0,0.7,0,0,0,0,0,0
14-05-2021,All population,0,0,53,0,0,1.4,0,0,2,0,0,0.1
15-05-2021,All population,0,0,50,0,0,1.3,0,0,0,0,0,0
15-05-2021,60+,0,0,23,0,0,12,0,0,0,0,0,0
15-05-2021,0-59,0,0,27,0,0,0.7,0,0,0,0,0,0
16-05-2021,All population,1,0,53,0,0,1.4,1,0,3,0,0,0.1
16-05-2021,60+,1,0,25,0.1,0,13.1,1,0,2,0.1,0,1
16-05-2021,0-59,0,0,28,0,0,0.8,0,0,1,0,0,0
17-05-2021,0-59,0,0,27,0,0,0.7,0,0,0,0,0,0
17-05-2021,All population,0,0,49,0,0,1.3,0,0,0,0,0,0
17-05-2021,60+,0,0,22,0,0,11.5,0,0,0,0,0,0
18-05-2021,All population,1,0,46,0,0,1.2,1,0,1,0,0,0
18-05-2021,0-59,0,0,25,0,0,0.7,0,0,0,0,0,0
18-05-2021,60+,1,0,21,0.1,0,11,1,0,1,0.1,0,0.5
19-05-2021,0-59,0,0,24,0,0,0.6,0,0,0,0,0,0
19-05-2021,60+,1,0,21,0.1,0,11.1,0,0,2,0,0,1.1
19-05-2021,All population,1,0,45,0,0,1.2,0,0,2,0,0,0.1
20-05-2021,0-59,0,0,25,0,0,0.7,0,0,2,0,0,0.1
20-05-2021,60+,3,0,22,0.2,0,11.6,2,0,1,0.1,0,0.5
20-05-2021,All population,3,0,47,0.1,0,1.2,2,0,3,0,0,0.1
21-05-2021,60+,2,0,22,0.1,0,11.6,0,0,0,0,0,0
21-05-2021,0-59,0,0,21,0,0,0.6,0,0,0,0,0,0
21-05-2021,All population,2,0,43,0,0,1.1,0,0,0,0,0,0
22-05-2021,60+,2,0,22,0.1,0,11.6,0,0,0,0,0,0
22-05-2021,All population,2,0,43,0,0,1.1,0,0,1,0,0,0
22-05-2021,0-59,0,0,21,0,0,0.6,0,0,1,0,0,0
23-05-2021,60+,3,0,22,0.2,0,11.7,1,0,0,0.1,0,0
23-05-2021,All population,3,0,43,0.1,0,1.1,1,0,1,0,0,0
23-05-2021,0-59,0,0,21,0,0,0.6,0,0,1,0,0,0
24-05-2021,0-59,0,0,20,0,0,0.5,0,0,1,0,0,0
24-05-2021,60+,3,0,22,0.2,0,11.7,1,0,0,0.1,0,0
24-05-2021,All population,3,0,42,0.1,0,1.1,1,0,1,0,0,0
25-05-2021,0-59,0,0,19,0,0,0.5,0,0,0,0,0,0
25-05-2021,All population,2,0,41,0,0,1.1,0,0,0,0,0,0
25-05-2021,60+,2,0,22,0.1,0,11.7,0,0,0,0,0,0
26-05-2021,All population,2,0,38,0,0,1,0,0,0,0,0,0
26-05-2021,0-59,0,0,16,0,0,0.4,0,0,0,0,0,0
26-05-2021,60+,2,0,22,0.1,0,11.7,0,0,0,0,0,0
27-05-2021,0-59,0,0,14,0,0,0.4,0,0,0,0,0,0
27-05-2021,All population,2,0,36,0,0,0.9,0,0,2,0,0,0.1
27-05-2021,60+,2,0,22,0.1,0,11.8,0,0,2,0,0,1.1
28-05-2021,0-59,0,0,15,0,0,0.4,0,0,1,0,0,0
28-05-2021,All population,1,0,35,0,0,0.9,0,0,1,0,0,0
28-05-2021,60+,1,0,20,0.1,0,10.7,0,0,0,0,0,0
29-05-2021,0-59,0,0,15,0,0,0.4,0,0,0,0,0,0
29-05-2021,60+,1,0,20,0.1,0,10.7,0,0,0,0,0,0
29-05-2021,All population,1,0,35,0,0,0.9,0,0,0,0,0,0
30-05-2021,All population,1,0,35,0,0,0.9,0,0,1,0,0,0
30-05-2021,0-59,0,0,16,0,0,0.4,0,0,1,0,0,0
30-05-2021,60+,1,0,19,0.1,0,10.2,0,0,0,0,0,0
31-05-2021,0-59,0,0,15,0,0,0.4,0,0,0,0,0,0
31-05-2021,All population,2,0,34,0,0,0.9,1,0,0,0,0,0
31-05-2021,60+,2,0,19,0.1,0,10.2,1,0,0,0.1,0,0
01-06-2021,60+,2,0,19,0.1,0,10.2,0,0,1,0,0,0.5
01-06-2021,0-59,0,0,15,0,0,0.4,0,0,2,0,0,0.1
01-06-2021,All population,2,0,34,0,0,0.9,0,0,3,0,0,0.1
02-06-2021,All population,3,0,29,0.1,0,0.7,1,0,0,0,0,0
02-06-2021,0-59,0,0,11,0,0,0.3,0,0,0,0,0,0
02-06-2021,60+,3,0,18,0.2,0,9.7,1,0,0,0.1,0,0
03-06-2021,All population,3,0,29,0.1,0,0.7,0,0,1,0,0,0
03-06-2021,0-59,0,0,12,0,0,0.3,0,0,1,0,0,0
03-06-2021,60+,3,0,17,0.2,0,9.2,0,0,0,0,0,0
04-06-2021,All population,3,0,28,0.1,0,0.7,0,0,1,0,0,0
04-06-2021,0-59,0,0,11,0,0,0.3,0,0,0,0,0,0
04-06-2021,60+,3,0,17,0.2,0,9.2,0,0,1,0,0,0.5
05-06-2021,All population,2,0,28,0,0,0.7,0,0,1,0,0,0
05-06-2021,60+,2,0,17,0.1,0,9.2,0,0,0,0,0,0
05-06-2021,0-59,0,0,11,0,0,0.3,0,0,1,0,0,0
06-06-2021,60+,2,0,19,0.1,0,10.3,1,0,2,0.1,0,1.1
06-06-2021,0-59,0,0,11,0,0,0.3,0,0,0,0,0,0
06-06-2021,All population,2,0,30,0,0,0.8,1,0,2,0,0,0.1
07-06-2021,All population,1,0,27,0,0,0.7,0,0,0,0,0,0
07-06-2021,60+,1,0,18,0.1,0,9.8,0,0,0,0,0,0
07-06-2021,0-59,0,0,9,0,0,0.2,0,0,0,0,0,0
08-06-2021,60+,2,0,17,0.1,0,9.2,1,0,0,0.1,0,0
08-06-2021,All population,2,0,26,0,0,0.7,1,0,0,0,0,0
08-06-2021,0-59,0,0,9,0,0,0.2,0,0,0,0,0,0
09-06-2021,0-59,0,0,9,0,0,0.2,0,0,0,0,0,0
09-06-2021,All population,2,0,26,0,0,0.7,0,0,0,0,0,0
09-06-2021,60+,2,0,17,0.1,0,9.3,0,0,0,0,0,0
10-06-2021,All population,2,0,26,0,0,0.7,0,0,1,0,0,0
10-06-2021,60+,2,0,16,0.1,0,8.7,0,0,0,0,0,0
10-06-2021,0-59,0,0,10,0,0,0.3,0,0,1,0,0,0
11-06-2021,All population,2,0,26,0,0,0.7,0,0,0,0,0,0
11-06-2021,0-59,0,0,10,0,0,0.3,0,0,0,0,0,0
11-06-2021,60+,2,0,16,0.1,0,8.7,0,0,0,0,0,0
12-06-2021,0-59,0,0,8,0,0,0.2,0,0,0,0,0,0
12-06-2021,All population,2,0,24,0,0,0.6,0,0,0,0,0,0
12-06-2021,60+,2,0,16,0.1,0,8.7,0,0,0,0,0,0
13-06-2021,0-59,0,0,8,0,0,0.2,0,0,0,0,0,0
13-06-2021,60+,2,0,16,0.1,0,8.8,0,0,0,0,0,0
13-06-2021,All population,2,0,24,0,0,0.6,0,0,0,0,0,0
14-06-2021,All population,3,0,23,0.1,0,0.6,1,0,0,0,0,0
14-06-2021,60+,3,0,15,0.2,0,8.2,1,0,0,0.1,0,0
14-06-2021,0-59,0,0,8,0,0,0.2,0,0,0,0,0,0
15-06-2021,60+,3,0,12,0.2,0,6.6,0,0,0,0,0,0
15-06-2021,All population,3,0,20,0.1,0,0.5,0,0,0,0,0,0
15-06-2021,0-59,0,0,8,0,0,0.2,0,0,0,0,0,0
16-06-2021,All population,3,0,17,0.1,0,0.4,0,0,0,0,0,0
16-06-2021,0-59,0,0,6,0,0,0.2,0,0,0,0,0,0
16-06-2021,60+,3,0,11,0.2,0,6,0,0,0,0,0,0
17-06-2021,All population,3,0,17,0.1,0,0.4,0,0,1,0,0,0
17-06-2021,60+,3,0,11,0.2,0,6.1,0,0,1,0,0,0.6
17-06-2021,0-59,0,0,6,0,0,0.2,0,0,0,0,0,0
18-06-2021,All population,2,0,16,0,0,0.4,0,0,0,0,0,0
18-06-2021,60+,2,0,10,0.1,0,5.5,0,0,0,0,0,0
18-06-2021,0-59,0,0,6,0,0,0.2,0,0,0,0,0,0
