Date,age group,Severe cases vaccinated,Severe cases expired Vaccination  ,Severe cases Not vaccinated,Severe cases vaccinated per 100k,Severe cases expired Vaccination  per 100k,Severe cases Not vaccinated per 100k,New Severe cases vaccinated,New severe cases expired Vaccination,New severe cases Not vaccinated,New severe cases vaccinated per 100k,New severe cases expired Vaccination  per 100k,New severe cases Not vaccinated per 100k
28-01-2021,0-59,3,0,278,0.9,0,4.7,1,0,45,0.3,0,0.8
28-01-2021,All population,14,0,746,1.5,0,11.7,5,0,98,0.5,0,1.5
28-01-2021,60+,11,0,468,1.8,0,114.5,4,0,53,0.7,0,13
29-01-2021,All population,18,0,729,1.8,0,11.5,7,0,77,0.7,0,1.2
29-01-2021,60+,15,0,450,2.3,0,110.7,7,0,45,1.1,0,11.1
29-01-2021,0-59,3,0,279,0.8,0,4.7,0,0,32,0,0,0.5
30-01-2021,All population,28,0,724,2.7,0,11.5,11,0,60,1,0,1
30-01-2021,0-59,4,0,278,1.1,0,4.7,1,0,27,0.3,0,0.5
30-01-2021,60+,24,0,446,3.6,0,110.1,10,0,33,1.5,0,8.1
31-01-2021,60+,30,0,436,4,0,109.1,8,0,46,1.1,0,11.5
31-01-2021,0-59,4,0,293,0.9,0,5,0,0,43,0,0,0.7
31-01-2021,All population,34,0,729,2.9,0,11.7,8,0,89,0.7,0,1.4
01-02-2021,0-59,5,0,274,1,0,4.8,1,0,25,0.2,0,0.4
01-02-2021,60+,38,0,449,4.7,0,114,13,0,65,1.6,0,16.5
01-02-2021,All population,43,0,724,3.2,0,11.8,14,0,91,1.1,0,1.5
02-02-2021,60+,43,0,427,4.9,0,110,13,0,44,1.5,0,11.3
02-02-2021,0-59,6,0,276,1,0,4.8,2,0,45,0.3,0,0.8
02-02-2021,All population,49,0,705,3.4,0,11.6,15,0,90,1,0,1.5
03-02-2021,0-59,5,0,292,0.8,0,5.2,0,0,54,0,0,1
03-02-2021,All population,52,0,733,3.3,0,12.2,17,0,117,1.1,0,1.9
03-02-2021,60+,47,0,440,5.1,0,114.9,17,0,63,1.8,0,16.4
04-02-2021,All population,66,0,732,3.9,0,12.3,23,0,97,1.3,0,1.6
04-02-2021,60+,61,0,435,6.2,0,114.8,22,0,52,2.2,0,13.7
04-02-2021,0-59,5,0,296,0.7,0,5.3,1,0,45,0.1,0,0.8
05-02-2021,All population,64,0,744,3.6,0,12.6,13,0,93,0.7,0,1.6
05-02-2021,60+,58,0,427,5.8,0,113.3,12,0,45,1.2,0,11.9
05-02-2021,0-59,6,0,316,0.8,0,5.7,1,0,48,0.1,0,0.9
06-02-2021,0-59,7,0,320,0.9,0,5.8,1,0,30,0.1,0,0.5
06-02-2021,All population,63,0,768,3.5,0,13,9,0,79,0.5,0,1.3
06-02-2021,60+,56,0,447,5.5,0,119,8,0,49,0.8,0,13
07-02-2021,0-59,7,0,330,0.8,0,6,2,0,43,0.2,0,0.8
07-02-2021,All population,66,0,787,3.5,0,13.5,13,0,100,0.7,0,1.7
07-02-2021,60+,59,0,456,5.7,0,122.6,11,0,57,1.1,0,15.3
08-02-2021,60+,65,0,448,6.2,0,121.8,14,0,66,1.3,0,17.9
08-02-2021,All population,74,0,768,3.9,0,13.3,17,0,106,0.9,0,1.8
08-02-2021,0-59,9,0,318,1,0,5.9,3,0,39,0.3,0,0.7
09-02-2021,0-59,8,0,314,0.9,0,5.9,0,0,41,0,0,0.8
09-02-2021,All population,70,0,743,3.6,0,13,9,0,83,0.5,0,1.5
09-02-2021,60+,62,0,426,5.9,0,117.2,9,0,41,0.9,0,11.3
10-02-2021,All population,66,0,751,3.3,0,13.3,10,0,110,0.5,0,1.9
10-02-2021,0-59,7,0,313,0.7,0,5.9,0,0,51,0,0,1
10-02-2021,60+,59,0,435,5.5,0,121.3,10,0,59,0.9,0,16.4
11-02-2021,All population,58,0,733,2.8,0,13.2,8,0,84,0.4,0,1.5
11-02-2021,0-59,6,0,324,0.6,0,6.2,0,0,46,0,0,0.9
11-02-2021,60+,52,0,407,4.8,0,115.1,8,0,37,0.7,0,10.5
12-02-2021,60+,47,0,397,4.3,0,113.1,6,0,42,0.6,0,12
12-02-2021,0-59,5,0,308,0.5,0,6,0,0,20,0,0,0.4
12-02-2021,All population,52,0,706,2.5,0,12.8,6,0,62,0.3,0,1.1
13-02-2021,0-59,5,0,312,0.5,0,6.1,1,0,42,0.1,0,0.8
13-02-2021,All population,44,0,717,2.1,0,13,2,0,96,0.1,0,1.7
13-02-2021,60+,39,0,404,3.6,0,115.6,1,0,54,0.1,0,15.5
14-02-2021,All population,52,0,744,2.4,0,13.7,14,0,102,0.6,0,1.9
14-02-2021,0-59,5,0,330,0.5,0,6.5,1,0,48,0.1,0,0.9
14-02-2021,60+,47,0,412,4.3,0,119.9,13,0,53,1.2,0,15.4
15-02-2021,All population,57,0,739,2.5,0,13.8,9,0,101,0.4,0,1.9
15-02-2021,60+,50,0,413,4.5,0,122.6,7,0,57,0.6,0,16.9
15-02-2021,0-59,7,0,324,0.6,0,6.5,2,0,44,0.2,0,0.9
16-02-2021,60+,46,0,386,4.2,0,116.8,5,0,37,0.5,0,11.2
16-02-2021,0-59,5,0,319,0.4,0,6.5,0,0,36,0,0,0.7
16-02-2021,All population,51,0,706,2.2,0,13.4,5,0,73,0.2,0,1.4
17-02-2021,All population,50,0,710,2.1,0,13.7,10,0,75,0.4,0,1.4
17-02-2021,60+,44,0,381,4,0,116.6,8,0,38,0.7,0,11.6
17-02-2021,0-59,6,0,328,0.5,0,6.7,2,0,37,0.2,0,0.8
18-02-2021,0-59,7,0,314,0.5,0,6.5,1,0,32,0.1,0,0.7
18-02-2021,All population,47,0,674,1.9,0,13.1,6,0,63,0.2,0,1.2
18-02-2021,60+,40,0,359,3.6,0,111.3,5,0,31,0.4,0,9.6
19-02-2021,60+,36,0,336,3.2,0,104.9,5,0,25,0.4,0,7.8
19-02-2021,0-59,7,0,292,0.5,0,6.1,1,0,22,0.1,0,0.5
19-02-2021,All population,43,0,629,1.7,0,12.4,6,0,47,0.2,0,0.9
20-02-2021,0-59,9,0,309,0.6,0,6.5,2,0,39,0.1,0,0.8
20-02-2021,All population,42,0,630,1.7,0,12.5,6,0,55,0.2,0,1.1
20-02-2021,60+,33,0,320,2.9,0,100.5,4,0,16,0.4,0,5
21-02-2021,60+,36,0,315,3.2,0,101,7,0,33,0.6,0,10.6
21-02-2021,0-59,8,0,309,0.5,0,6.6,2,0,33,0.1,0,0.7
21-02-2021,All population,44,0,625,1.7,0,12.6,9,0,66,0.3,0,1.3
22-02-2021,All population,41,0,630,1.5,0,12.9,8,0,90,0.3,0,1.8
22-02-2021,0-59,6,0,307,0.4,0,6.7,1,0,46,0.1,0,1
22-02-2021,60+,35,0,322,3.1,0,105.7,7,0,44,0.6,0,14.4
